date,solar_time,solar_nuclear_gw,solar_wind_gw,solar_solar_gw,solar_hydro_gw,solar_gas_gw,solar_thermal_gw,solar_storage_gw,solar_others_gw,nonsolar_time,nonsolar_nuclear_gw,nonsolar_wind_gw,nonsolar_solar_gw,nonsolar_hydro_gw,nonsolar_gas_gw,nonsolar_thermal_gw,nonsolar_storage_gw,nonsolar_others_gw
24/01/26,9:41,6.24,10.05,51.07,12.61,2.38,149.63,3.77,0.0,18:54,6.08,9.95,0.18,20.31,2.12,167.71,3.71,0.0
25/01/26,10:24,6.24,9.26,63.96,9.16,1.92,139.65,3.69,0.0,18:48,6.01,7.57,0.49,20.13,2.03,158.66,3.62,0.0
26/01/26,9:48,6.2,6.48,41.5,12.29,2.19,150.96,3.76,0.0,6:59,6.17,10.25,0.25,17.86,2.19,159.38,3.68,0.0
27/01/26,9:40,6.45,6.23,48.84,11.38,2.36,156.94,3.78,0.0,18:45,6.53,7.62,0.35,20.63,2.97,170.25,3.78,0.0
28/01/26,9:43,6.95,5.04,53.27,12.2,2.38,150.86,3.72,0.0,18:44,6.69,7.21,0.65,23.1,2.48,170.27,3.58,0.0
29/01/26,9:52,6.5,9.1,51.91,12.94,2.25,154.13,3.7,0.0,18:45,6.56,8.48,1.12,21.46,2.36,173.23,3.71,0.0
30/01/26,9:41,6.37,7.04,51.16,11.6,2.13,162.4,3.79,0.0,18:46,6.52,5.81,0.35,22.43,2.37,175.13,3.57,0.0
31/01/26,9:42,6.61,7.06,51.89,11.39,2.18,160.52,3.88,0.0,18:47,6.59,5.01,0.37,23.08,2.6,173.49,3.77,0.0
01/02/26,9:55,6.64,6.23,48.17,9.66,1.99,155.78,4.0,0.0,18:51,6.61,6.61,0.66,20.38,2.02,160.56,4.0,0.0
02/02/26,9:45,6.63,8.0,45.39,11.59,1.88,160.3,3.92,0.0,18:48,6.62,8.22,0.36,25.69,2.31,168.12,3.9,0.0
03/02/26,9:39,6.66,6.91,51.52,11.93,1.99,156.95,4.07,0.0,18:35,6.63,6.77,3.43,25.8,2.41,170.42,4.17,0.0
04/02/26,9:45,6.64,9.07,54.12,10.17,2.25,152.66,4.0,0.0,18:51,6.58,11.48,0.81,22.29,2.49,167.04,4.18,0.0
05/02/26,9:40,6.64,8.1,52.98,9.79,2.3,155.92,4.16,0.0,18:51,6.65,3.9,0.44,23.27,2.57,174.41,3.97,0.0
06/02/26,9:43,6.68,4.97,57.53,10.01,2.2,158.99,4.07,0.0,18:49,6.73,6.22,0.69,24.06,2.26,172.55,3.94,0.0
07/02/26,9:43,6.76,4.45,58.48,9.46,2.08,155.6,3.98,0.0,18:51,6.73,5.02,0.86,24.06,2.11,171.7,3.79,0.0
08/02/26,9:43,6.76,3.18,59.65,9.56,2.2,146.33,3.91,0.0,18:51,6.75,3.57,0.54,20.98,1.9,164.31,3.74,0.0
09/02/26,10:28,6.75,2.86,63.13,9.91,2.12,157.43,3.8,0.0,18:47,6.74,6.1,0.42,22.11,2.13,174.91,3.81,0.0
10/02/26,9:44,6.79,2.88,55.77,10.55,1.9,163.77,3.89,0.0,18:44,6.77,6.79,0.6,24.01,2.05,172.17,3.71,0.0
11/02/26,9:51,6.92,7.18,53.55,9.39,1.98,159.89,3.82,0.0,6:59,6.8,8.7,0.88,22.72,3.66,172.04,3.83,0.0
12/02/26,9:56,7.0,6.29,61.75,9.25,2.13,152.22,3.64,0.0,17:00,7.0,3.56,28.3,11.85,2.04,162.05,3.49,0.0
13/02/26,9:56,7.03,3.62,64.39,9.49,2.02,157.31,3.52,0.0,6:59,7.06,7.06,1.3,21.53,3.58,175.21,3.53,0.0
14/02/26,9:38,7.02,4.56,60.24,12.42,2.01,154.33,3.42,0.0,18:54,7.03,4.65,0.81,24.96,2.25,175.71,3.55,0.0
15/02/26,9:40,7.05,1.94,59.07,11.59,1.95,157.28,3.5,0.0,6:59,7.04,2.62,0.98,24.29,2.21,172.63,3.55,0.0
16/02/26,9:53,7.07,3.62,61.42,11.73,2.25,152.13,3.67,0.0,18:51,6.96,6.12,0.34,24.82,2.05,172.61,3.49,0.0
17/02/26,10:12,7.0,4.95,64.56,10.04,2.24,153.81,3.58,0.0,19:13,7.0,6.85,0.56,24.52,2.35,171.18,3.56,0.0
18/02/26,9:42,6.99,6.86,51.6,12.51,2.28,160.93,3.51,0.0,18:50,6.82,5.87,0.36,27.05,2.52,171.81,3.44,0.0
19/02/26,9:44,6.22,6.05,56.88,12.93,2.25,150.91,3.59,0.0,18:55,6.21,8.39,0.14,24.41,2.5,171.2,3.35,0.0
20/02/26,9:53,6.21,6.81,60.05,10.91,2.36,152.91,3.4,0.0,18:52,6.18,8.64,0.47,24.85,2.44,169.65,3.35,0.0
21/02/26,10:27,6.22,4.16,69.86,8.28,2.15,147.46,3.27,0.0,18:55,6.15,4.48,1.49,26.95,2.45,172.29,3.24,0.0
22/02/26,10:14,6.21,1.43,64.74,8.16,1.7,144.1,3.4,0.0,18:56,6.18,4.83,1.06,21.72,1.9,166.74,3.31,0.0
23/02/26,9:41,6.21,1.65,56.29,13.29,1.96,161.13,3.33,0.0,19:21,6.18,3.52,0.33,25.99,2.43,173.37,3.19,0.0
24/02/26,10:15,6.19,3.96,65.84,9.99,2.02,145.85,3.25,0.0,18:56,6.18,5.2,0.5,26.0,2.15,173.14,3.16,0.0
25/02/26,9:52,6.2,1.15,58.19,9.66,1.93,158.91,3.29,0.0,19:14,6.17,5.12,0.18,26.8,2.13,171.48,3.22,0.0
26/02/26,10:23,6.19,1.45,72.35,8.12,1.95,145.68,3.08,0.0,19:16,6.19,5.59,0.62,27.71,2.38,172.0,2.95,0.0
27/02/26,10:13,6.17,1.86,66.49,10.8,2.04,155.24,2.89,0.0,19:00,6.16,7.0,0.35,27.3,2.07,172.16,2.8,0.0
28/02/26,10:16,6.23,2.14,67.61,9.64,2.07,147.76,2.85,0.0,18:57,6.2,5.54,0.21,26.81,2.03,171.98,2.8,0.0
01/03/26,10:24,6.25,1.7,71.92,8.75,1.59,134.71,2.83,0.0,18:59,6.2,3.38,0.42,24.36,1.62,167.02,2.76,0.0
02/03/26,10:27,6.35,1.45,70.92,8.99,2.33,146.65,2.89,0.0,18:45,6.39,3.45,0.69,27.63,2.86,172.5,2.93,0.0
03/03/26,9:43,6.47,3.5,60.63,9.91,2.19,144.65,2.88,0.0,19:13,6.42,4.73,1.14,29.74,2.63,169.64,2.69,0.0
04/03/26,9:40,6.49,3.46,61.79,8.78,1.99,126.09,2.82,0.0,5:56,6.45,4.89,1.18,11.75,2.11,160.64,2.74,0.0
05/03/26,9:55,6.45,3.0,68.32,10.24,2.06,133.32,2.65,0.0,18:55,6.43,6.82,0.53,27.09,2.1,166.34,2.68,0.0
06/03/26,10:09,6.45,3.02,75.59,9.82,2.23,138.43,2.75,0.0,19:01,6.4,4.88,0.33,28.92,2.4,174.38,2.58,0.0
07/03/26,10:15,6.44,2.23,72.8,9.24,2.16,147.4,2.75,0.0,18:58,6.4,3.67,0.25,29.42,2.63,175.23,2.62,0.0
08/03/26,10:29,6.45,1.75,71.78,7.48,2.32,135.66,2.56,0.0,19:01,6.4,5.01,0.37,25.18,2.33,171.0,2.65,0.0
09/03/26,9:59,5.78,2.05,67.44,10.15,2.3,150.54,2.65,0.0,18:59,5.76,9.14,0.61,27.64,2.86,177.75,2.56,0.0
10/03/26,10:28,5.82,6.35,72.24,7.75,2.34,143.3,2.74,0.0,18:58,5.78,10.02,0.49,26.51,2.44,179.26,2.57,0.0
11/03/26,10:49,5.81,5.62,74.75,8.9,2.21,142.14,2.51,0.0,19:01,5.76,8.18,-0.23,29.71,2.59,175.61,2.51,0.0
12/03/26,9:53,5.78,2.5,64.09,10.2,2.01,153.89,2.56,0.0,18:43,4.74,5.67,1.06,28.46,3.36,176.4,2.57,0.0
13/03/26,9:51,5.8,3.65,43.72,10.25,2.18,158.54,1.47,0.0,18:59,5.77,7.14,0.36,28.63,3.08,175.88,2.54,0.0
14/03/26,9:45,5.83,2.84,62.62,10.39,1.93,151.2,2.35,0.0,18:59,5.76,10.56,0.54,28.0,2.42,172.69,2.66,0.0
15/03/26,9:50,5.97,3.76,61.58,8.93,1.72,136.01,2.43,0.0,0:15,5.78,11.23,0.0,11.77,1.87,171.29,2.68,0.0
16/03/26,9:49,6.02,3.48,61.31,7.9,1.83,145.8,2.3,0.0,19:14,6.09,9.37,0.33,24.31,2.55,173.35,2.43,0.0
17/03/26,9:38,5.6,2.18,59.78,9.13,1.95,146.46,2.52,0.0,19:26,5.55,10.59,0.0,24.97,2.34,171.28,2.58,0.0
18/03/26,10:41,5.59,1.59,58.82,7.88,2.23,149.97,2.39,0.0,19:15,5.57,9.72,0.4,24.88,2.32,166.22,2.37,0.0
19/03/26,10:14,6.03,2.37,58.54,7.78,2.06,135.47,2.48,0.0,19:18,6.03,6.12,0.94,23.0,2.47,160.81,2.29,0.0
20/03/26,10:50,6.07,1.09,69.16,7.51,2.0,115.24,2.36,0.0,19:01,6.04,3.33,0.73,24.33,2.25,163.79,2.42,0.0
21/03/26,9:26,6.1,2.4,34.34,6.12,1.76,100.27,1.28,0.0,19:23,6.04,4.75,0.0,23.37,2.02,161.08,2.3,0.0
22/03/26,9:25,6.08,2.08,58.58,9.12,1.9,118.01,2.26,0.0,19:16,6.04,5.23,0.52,24.49,1.74,154.12,2.22,0.0
23/03/26,9:58,6.06,3.25,66.62,8.78,1.78,126.53,2.35,0.0,18:59,6.31,6.47,0.93,27.37,2.38,167.58,2.31,0.0
24/03/26,9:38,6.39,1.99,63.38,8.59,1.83,137.52,2.34,0.0,19:21,6.43,6.01,0.94,26.7,2.23,171.48,2.24,0.0
25/03/26,9:27,6.57,1.77,58.07,9.29,1.91,143.31,2.34,0.0,19:26,6.5,7.85,0.0,28.47,2.12,171.89,2.33,0.0
26/03/26,9:51,6.56,3.48,63.34,8.85,1.77,140.71,2.32,0.0,19:20,6.55,9.14,0.37,29.04,2.12,173.37,2.4,0.0
27/03/26,9:54,6.69,3.33,66.39,9.89,1.78,132.11,2.43,0.0,19:21,6.64,11.78,1.18,25.04,2.07,168.14,2.45,0.0
28/03/26,10:13,6.7,7.42,62.81,10.23,1.81,124.06,2.27,0.0,19:01,6.65,15.56,1.42,26.18,2.05,164.45,2.35,0.0
29/03/26,9:30,6.74,9.37,59.16,11.17,1.81,119.67,2.25,0.0,19:49,6.72,10.83,0.0,26.38,1.66,160.7,2.22,0.0
30/03/26,10:20,6.71,6.01,61.74,10.73,1.82,141.24,2.2,0.0,19:00,6.68,10.65,1.47,26.86,2.26,168.27,2.11,0.0
31/03/26,15:56,6.07,7.47,48.86,11.23,2.1,144.04,2.19,0.0,18:58,5.69,9.15,2.04,26.03,2.38,170.58,2.27,0.0
01/04/26,15:49,6.12,6.04,48.64,10.62,2.3,141.29,2.28,0.0,19:03,6.15,8.23,0.8,26.8,2.42,172.11,2.38,0.0
02/04/26,9:42,6.63,3.13,66.49,9.68,1.88,131.38,2.39,0.0,19:20,6.72,9.7,1.4,24.5,2.33,169.68,2.57,0.0
03/04/26,15:29,6.79,10.84,51.62,9.59,1.78,137.87,2.53,0.0,19:22,6.8,9.72,1.63,25.9,2.0,169.47,2.34,0.0
04/04/26,15:36,6.79,6.56,55.15,9.49,2.0,136.61,2.4,0.0,19:23,7.31,10.37,0.0,26.77,2.18,168.7,2.38,0.0
05/04/26,9:28,7.07,4.97,63.63,8.55,1.83,112.02,2.25,0.0,19:27,7.28,11.33,0.0,22.71,1.93,159.16,2.26,0.0
06/04/26,9:40,6.22,7.51,69.6,8.52,1.7,117.71,2.26,0.0,19:31,6.19,17.98,0.0,25.29,2.14,163.09,2.48,0.0
07/04/26,9:40,6.24,13.9,56.59,8.29,1.7,124.68,2.49,0.0,19:23,6.19,15.54,0.0,24.04,1.97,158.21,2.4,0.0
08/04/26,9:56,6.23,7.83,68.56,9.28,1.59,112.07,2.23,0.0,19:25,6.24,9.53,0.0,22.77,1.58,168.88,2.35,0.0
09/04/26,9:40,6.28,2.12,70.4,9.88,1.68,118.65,2.38,0.0,19:31,6.25,7.39,0.0,25.81,1.73,174.17,2.36,0.0
10/04/26,9:45,6.28,4.2,67.91,11.43,1.7,117.86,2.48,0.0,19:38,6.19,5.76,0.0,27.91,2.08,175.2,2.5,0.0
11/04/26,15:58,6.21,6.62,57.27,11.74,1.91,131.04,2.43,0.0,19:31,6.2,8.49,0.0,28.05,1.95,173.85,2.52,0.0
12/04/26,9:46,6.26,2.92,69.22,9.4,1.7,118.54,2.46,0.0,22:26,6.25,8.2,0.0,22.69,2.16,173.17,2.57,0.0
13/04/26,9:52,6.33,2.68,72.54,10.25,2.12,131.65,2.44,0.0,19:39,6.3,10.32,0.0,25.37,2.99,179.4,2.37,0.0
14/04/26,9:45,6.34,4.26,71.11,10.24,2.13,130.98,2.32,0.0,19:41,6.29,9.6,0.0,25.39,2.54,179.22,2.51,0.0
15/04/26,15:46,6.25,7.01,61.38,9.39,2.22,142.42,2.46,0.0,19:50,6.25,10.52,0.0,26.23,3.08,181.98,2.57,0.0
16/04/26,15:55,6.27,7.31,53.98,10.57,2.51,155.78,2.31,0.0,19:38,6.55,8.49,0.0,26.9,3.33,185.55,2.38,0.0
17/04/26,15:50,6.86,7.14,60.15,10.06,2.26,154.59,2.27,0.0,22:24,6.93,10.36,0.0,25.08,3.87,183.95,2.53,0.0
18/04/26,15:28,6.93,5.38,60.88,9.98,2.29,155.87,2.17,0.0,22:24,6.96,10.13,0.0,24.9,3.82,186.13,2.34,0.0
19/04/26,15:33,6.95,6.87,61.71,8.57,2.15,136.64,2.26,0.0,0:01,6.97,9.84,0.0,19.65,3.86,185.27,2.51,0.0
20/04/26,15:31,6.94,5.08,60.99,10.02,2.21,153.89,2.21,0.0,22:51,6.96,10.82,0.0,24.22,4.88,186.15,2.48,0.0
21/04/26,15:51,6.94,7.3,57.1,10.47,2.35,151.09,2.29,0.0,22:59,6.97,14.07,0.0,24.13,4.52,185.03,2.38,0.0
22/04/26,15:49,6.92,8.89,62.19,10.72,2.32,150.43,2.39,0.0,19:34,6.94,9.42,0.0,27.53,6.06,187.05,2.36,0.0
23/04/26,15:50,6.93,8.79,59.22,11.76,2.92,151.62,2.51,0.0,22:31,6.76,9.73,0.0,26.87,7.67,184.16,2.34,0.0
24/04/26,15:48,6.73,7.76,57.52,11.81,3.12,167.23,2.11,0.0,22:34,6.74,10.39,0.0,29.24,8.51,184.18,2.22,0.0
25/04/26,15:38,6.28,4.62,54.98,11.7,4.98,174.71,2.12,0.0,22:39,6.46,8.11,0.0,28.43,9.49,187.31,2.25,0.0
26/04/26,15:23,5.46,7.31,57.8,10.37,3.09,152.47,2.22,0.0,22:30,5.53,11.5,0.0,26.47,4.87,186.18,2.48,0.0
27/04/26,15:36,5.42,11.56,59.9,11.87,3.33,165.38,2.45,0.0,22:47,5.96,14.39,0.0,24.56,6.58,183.19,2.46,0.0
28/04/26,15:44,6.45,12.6,57.3,12.58,3.64,163.32,2.33,0.0,22:28,6.52,16.17,0.0,26.56,8.25,184.0,2.39,0.0
29/04/26,15:38,6.46,12.3,56.41,12.88,2.77,151.01,2.19,0.0,0:00,6.53,15.48,0.0,22.51,6.81,185.05,2.36,0.0
30/04/26,15:24,6.5,15.06,57.59,11.08,2.54,141.22,2.27,0.0,0:00,6.56,14.38,0.0,18.24,4.72,173.27,2.1,0.0
01/05/26,15:37,6.9,14.76,62.51,9.82,1.63,114.12,2.19,0.0,22:33,6.93,16.46,0.0,23.61,2.67,166.6,2.27,0.0
02/05/26,15:31,6.91,16.38,59.55,9.27,1.62,134.61,2.23,0.0,22:53,6.96,17.36,0.0,23.52,2.82,166.67,2.19,0.0
03/05/26,15:47,6.9,15.06,58.02,12.1,1.54,115.52,2.19,0.0,0:08,6.95,18.36,0.0,17.75,2.86,167.22,2.21,0.0
04/05/26,15:45,6.92,10.3,52.01,11.42,1.83,141.67,2.07,0.0,19:34,6.97,14.66,0.0,23.49,2.8,160.36,2.19,0.0
05/05/26,15:27,6.92,6.48,57.52,9.84,1.61,136.49,2.02,0.0,19:39,6.93,11.11,0.0,24.92,2.17,168.22,2.14,0.0
06/05/26,15:43,6.88,6.88,56.5,10.87,1.83,141.09,0.0,2.08,19:40,6.91,8.99,0.0,26.58,2.24,173.48,3.23,2.08
07/05/26,15:30,6.86,9.25,59.74,8.96,1.65,131.21,0.02,2.16,19:44,6.91,12.62,0.0,24.11,2.29,168.83,3.23,2.23
08/05/26,15:47,6.88,8.8,57.26,11.42,1.66,136.9,0.0,2.19,22:29,6.91,10.56,0.0,23.57,3.39,174.27,2.66,2.39
09/05/26,15:46,6.87,8.64,58.31,10.46,1.65,141.26,0.0,2.41,22:28,7.03,10.01,0.0,25.17,2.15,175.82,2.66,2.52
10/05/26,15:30,7.03,8.05,60.28,11.3,1.59,124.88,0.0,2.29,22:29,7.1,12.04,0.0,27.51,1.9,173.15,3.98,2.21
11/05/26,15:49,7.07,7.51,57.73,15.38,1.74,151.69,0.0,2.1,22:48,7.09,11.2,0.0,29.68,4.32,179.47,3.42,2.21
12/05/26,15:37,7.05,7.77,59.06,13.41,1.65,159.03,0.0,2.19,22:30,7.07,10.04,0.0,28.43,7.5,182.05,3.88,2.2
13/05/26,15:46,6.56,11.94,43.27,15.67,3.42,167.32,0.27,2.24,0:10,7.08,9.57,0.0,23.88,6.99,182.36,2.63,2.15
14/05/26,15:27,6.62,11.76,51.76,13.49,2.35,162.74,0.1,2.3,22:20,6.7,15.26,0.0,27.6,6.11,179.94,3.21,2.34
15/05/26,15:30,6.68,11.03,56.0,11.78,2.36,158.8,0.0,2.29,22:43,6.71,11.99,0.0,28.2,6.38,184.12,4.33,2.41
16/05/26,15:32,6.82,7.72,56.88,12.44,2.32,161.87,0.0,2.32,22:40,7.09,10.43,0.0,29.25,5.16,185.17,3.0,2.42
17/05/26,15:48,7.09,10.01,55.23,10.5,1.61,148.66,0.0,2.22,22:30,7.11,12.41,0.0,29.12,2.93,184.02,4.01,2.36
18/05/26,15:42,7.07,13.57,56.98,15.65,2.46,160.82,0.0,2.3,22:29,7.12,14.5,0.0,28.73,7.44,186.47,3.23,2.58
19/05/26,15:40,7.07,17.62,56.41,14.16,2.87,163.27,0.0,2.4,22:38,7.12,17.14,0.0,30.41,7.75,188.55,3.41,2.59
20/05/26,15:45,7.11,17.37,57.69,16.88,2.59,166.01,0.0,2.47,22:49,7.15,20.12,0.0,30.16,7.64,184.47,3.1,2.44
21/05/26,15:45,7.03,13.68,60.04,15.97,2.71,171.71,0.0,2.38,22:45,7.18,21.23,0.0,28.57,8.98,184.31,4.24,2.5
22/05/26,15:27,7.14,14.85,58.93,15.19,2.4,170.12,0.0,2.26,22:54,7.15,22.49,0.0,29.68,8.94,181.45,3.17,2.43
23/05/26,15:22,7.09,13.84,59.47,13.08,2.24,162.24,0.0,2.29,22:30,7.15,20.55,0.0,28.69,7.63,182.2,2.83,2.45
24/05/26,15:39,7.09,20.97,52.81,12.16,1.75,150.43,0.0,2.36,22:36,7.11,21.76,0.0,28.55,3.06,184.22,4.13,2.35
25/05/26,15:26,7.07,17.32,59.05,13.67,2.64,168.02,0.0,2.35,22:43,7.11,21.24,0.0,27.68,8.74,180.93,4.13,2.46
26/05/26,15:46,7.09,15.6,59.28,12.13,2.85,169.61,0.0,2.16,22:32,7.11,20.08,0.0,27.79,8.53,183.99,2.88,2.3
27/05/26,15:30,7.06,15.68,59.64,13.12,2.6,161.03,0.0,2.18,22:57,7.13,18.66,0.0,29.37,7.92,182.45,3.01,2.22
28/05/26,15:29,7.08,18.79,59.78,13.31,2.0,161.9,0.0,2.2,0:00,7.14,18.59,0.0,26.11,7.49,181.65,3.37,2.27
29/05/26,15:41,7.04,19.73,54.65,14.22,1.8,144.51,0.64,2.17,22:47,7.12,26.7,0.0,22.96,2.87,167.28,3.27,2.31
30/05/26,15:30,7.13,17.31,54.27,12.31,1.58,131.47,0.29,2.17,0:00,7.15,26.91,0.0,18.61,2.89,164.6,3.33,2.27
31/05/26,14:45,7.18,13.03,54.08,9.75,1.66,128.75,0.0,2.34,22:56,6.51,14.13,0.0,24.55,2.13,174.34,3.27,2.14
01/06/26,14:59,7.04,10.13,62.31,10.34,1.79,145.13,0.0,2.17,22:46,7.13,11.38,0.0,25.51,3.25,180.89,3.82,2.06
02/06/26,15:26,7.15,7.92,59.38,11.27,1.75,158.01,0.0,1.95,22:40,7.12,11.59,0.0,27.61,4.23,186.94,4.46,1.88
03/06/26,14:59,7.06,13.48,61.71,12.47,2.49,153.31,0.0,1.8,22:48,7.14,13.58,0.0,26.91,8.57,189.0,4.16,2.03
04/06/26,14:33,7.08,19.77,64.84,13.51,2.35,141.26,0.0,2.0,0:00,7.14,14.53,0.0,22.91,7.72,186.13,3.4,1.88
05/06/26,15:00,7.12,19.68,64.26,13.49,2.4,135.47,0.0,2.05,22:33,7.15,16.12,0.0,27.91,6.3,185.99,3.51,1.85
06/06/26,15:00,7.11,16.83,62.8,12.13,2.06,148.32,0.43,1.94,22:49,7.03,20.24,0.0,24.27,7.16,180.5,2.37,1.93
07/06/26,14:58,6.99,17.87,62.48,13.13,1.96,134.86,0.0,1.94,22:51,7.02,19.84,0.0,25.05,3.0,179.62,2.62,2.08
01/06/26,14:59,3.44,7.04,10.13,62.31,10.34,1.79,145.13,0.0,22:46,0.26,7.13,11.38,0.0,25.51,3.25,180.89,3.82
02/06/26,15:26,1.19,7.15,7.92,59.38,11.27,1.75,158.01,0.0,22:40,0.06,7.12,11.59,0.0,27.61,4.23,186.94,4.46
03/06/26,14:59,1.98,7.06,13.48,61.71,12.47,2.49,153.31,0.0,22:48,0.06,7.14,13.58,0.0,26.91,8.57,189.0,4.16
04/06/26,14:33,2.28,7.08,19.77,64.84,13.51,2.35,141.26,0.0,0:00,0.0,7.14,14.53,0.0,22.91,7.72,186.13,3.4
05/06/26,15:00,2.01,7.12,19.68,64.26,13.49,2.4,135.47,0.0,22:33,0.0,7.15,16.12,0.0,27.91,6.3,185.99,3.51
06/06/26,15:00,2.44,7.11,16.83,62.8,12.13,2.06,148.32,0.43,22:49,0.01,7.03,20.24,0.0,24.27,7.16,180.5,2.37
07/06/26,14:58,2.19,6.99,17.87,62.48,13.13,1.96,134.86,0.0,22:51,0.0,7.02,19.84,0.0,25.05,3.0,179.62,2.62
08/06/26,15:30,6.96,22.21,58.24,13.31,2.83,153.9,0.0,2.09,22:27,6.99,21.71,0.0,24.03,7.26,185.93,2.92,2.29
09/06/26,15:14,6.96,23.86,60.69,15.26,2.72,149.23,0.0,2.08,22:57,7.01,26.5,0.0,24.16,6.35,181.47,3.58,2.15
10/06/26,15:21,6.95,24.44,59.72,15.97,2.34,149.37,0.0,2.13,22:32,6.97,27.94,0.0,24.63,6.43,182.09,4.23,2.28
11/06/26,15:48,7.0,17.32,55.5,16.57,1.78,155.08,0.0,1.9,0:00,7.06,28.0,0.0,21.29,4.21,180.34,3.47,2.35
12/06/26,15:33,7.06,21.19,58.03,16.37,1.67,138.96,0.0,2.09,22:18,7.04,23.21,0.0,24.94,2.5,175.9,3.29,2.0
13/06/26,15:34,7.06,23.07,55.27,14.31,1.68,132.08,0.0,1.96,22:40,7.07,22.94,0.0,24.09,2.1,177.57,3.39,2.06
14/06/26,14:58,7.06,22.58,54.53,12.05,1.64,120.3,0.0,2.08,22:44,7.11,23.58,0.0,22.24,1.82,173.63,3.01,1.84
15/06/26,14:44,7.04,21.3,63.82,12.56,1.63,131.32,0.0,2.08,22:43,7.09,21.87,0.0,26.27,3.04,182.72,4.02,2.05
