date,solar_time,solar_nuclear_gw,solar_wind_gw,solar_solar_gw,solar_hydro_gw,solar_gas_gw,solar_thermal_gw,solar_storage_gw,solar_others_gw,nonsolar_time,nonsolar_nuclear_gw,nonsolar_wind_gw,nonsolar_solar_gw,nonsolar_hydro_gw,nonsolar_gas_gw,nonsolar_thermal_gw,nonsolar_storage_gw,nonsolar_others_gw
01/01/25,10:11,5.91,6.29,40.88,8.24,1.74,151.3,3.37,0.0,18:29,5.76,5.97,1.2,18.63,1.77,156.95,3.17,0.0
02/01/25,9:48,5.86,4.37,36.01,10.19,1.74,156.33,3.41,0.0,18:40,6.07,4.74,0.29,23.68,1.67,164.06,3.36,0.0
03/01/25,9:44,5.89,4.47,36.68,11.74,1.64,159.7,3.49,0.0,18:43,5.87,5.29,0.27,24.95,1.54,162.4,3.31,0.0
04/01/25,9:49,5.86,3.37,37.13,10.77,1.68,157.91,3.52,0.0,18:35,5.87,3.92,0.86,24.91,1.77,162.12,3.46,0.0
05/01/25,10:26,5.92,2.64,39.97,8.93,1.69,153.43,3.48,0.0,18:43,6.11,5.38,0.58,19.5,1.76,157.16,3.17,0.0
06/01/25,10:32,6.17,5.12,44.15,8.91,1.94,156.34,3.58,0.0,18:44,6.16,7.19,0.26,23.91,3.99,159.94,3.42,0.0
07/01/25,9:52,6.21,6.9,35.76,14.3,2.54,159.65,3.43,0.0,18:44,6.19,7.33,0.66,22.83,2.69,164.67,3.42,0.0
08/01/25,9:44,6.21,4.69,40.67,12.78,2.5,158.92,3.31,0.0,18:36,6.21,5.11,0.52,22.85,3.54,165.21,3.31,0.0
09/01/25,9:36,6.2,6.35,36.62,13.21,2.35,159.7,3.52,0.0,18:38,6.23,4.82,0.21,24.41,2.59,164.36,3.33,0.0
10/01/25,10:26,6.19,5.16,44.88,9.44,2.81,161.26,3.6,0.0,18:38,6.18,4.54,0.38,23.28,3.09,165.49,3.42,0.0
11/01/25,10:19,6.23,5.33,35.09,14.74,2.68,162.03,3.52,0.0,17:53,6.19,3.61,0.83,24.59,2.3,161.28,3.29,0.0
12/01/25,10:44,6.22,3.67,34.66,11.27,2.11,156.06,3.49,0.0,18:40,6.22,8.08,0.17,18.72,1.95,156.29,6.22,0.0
13/01/25,10:52,6.1,6.54,30.47,0.0,4.45,160.4,0.0,0.0,18:41,5.99,9.46,0.03,0.0,2.62,159.01,0.0,0.0
14/01/25,9:40,6.01,8.19,29.29,14.16,2.79,155.63,3.55,0.0,18:39,5.89,9.62,0.14,18.27,2.23,149.91,3.19,0.0
15/01/25,9:56,5.88,9.33,31.55,12.04,2.37,155.34,2.92,0.0,18:41,5.91,9.06,0.52,21.37,2.52,155.8,2.5,0.0
16/01/25,9:54,5.91,8.51,36.8,12.4,2.25,155.13,3.0,0.0,18:44,6.11,7.88,0.97,22.81,2.04,160.97,2.88,0.0
17/01/25,10:30,5.58,9.84,41.45,11.88,2.14,156.86,3.33,0.0,18:40,5.75,10.27,1.04,21.87,1.93,162.6,3.43,0.0
18/01/25,9:58,5.9,6.51,33.39,15.61,1.97,160.79,3.63,0.0,18:41,5.89,5.83,1.07,23.43,1.97,164.02,3.44,0.0
19/01/25,9:54,6.2,3.99,33.82,11.0,1.7,161.11,3.57,0.0,18:45,6.29,3.9,0.94,17.97,1.64,160.71,3.3,0.0
20/01/25,10:23,6.26,3.43,38.67,9.8,1.76,161.22,3.68,0.0,18:39,6.31,3.78,0.12,22.79,1.65,166.46,3.33,0.0
21/01/25,9:43,6.31,3.87,39.36,12.35,1.86,161.56,3.66,0.0,18:36,6.33,3.32,0.23,23.9,1.96,167.98,3.29,0.0
22/01/25,9:56,6.32,4.51,41.33,10.92,1.76,162.01,3.69,0.0,18:40,6.32,4.66,0.53,24.31,1.9,166.54,3.39,0.0
23/01/25,10:12,6.36,5.97,45.57,10.44,1.76,156.07,3.63,0.0,18:42,6.37,8.89,0.08,23.91,1.69,163.65,3.29,0.0
24/01/25,9:53,6.15,6.68,45.47,12.03,1.64,158.57,3.56,0.0,18:50,6.21,9.42,0.15,22.11,1.75,162.24,3.23,0.0
25/01/25,10:25,6.1,4.82,53.25,9.51,1.64,152.21,3.58,0.0,18:39,6.22,4.89,0.91,24.27,1.75,165.35,3.34,0.0
26/01/25,9:42,6.11,4.81,46.32,9.28,1.66,147.7,3.46,0.0,6:59,6.13,6.48,0.82,17.15,1.67,162.25,3.25,0.0
27/01/25,9:46,6.25,3.11,44.68,12.04,1.81,160.84,3.62,0.0,18:39,6.36,3.69,0.4,24.1,2.03,166.63,3.22,0.0
28/01/25,9:50,6.35,2.25,43.88,13.58,1.99,164.27,3.62,0.0,18:40,6.37,2.2,0.4,25.07,2.33,169.72,3.32,0.0
29/01/25,10:24,6.38,2.53,51.52,11.61,1.84,161.29,3.6,0.0,17:00,6.13,3.55,20.74,13.76,1.99,158.82,3.4,0.0
30/01/25,9:55,6.16,2.37,39.51,14.63,2.03,166.94,3.63,0.0,17:00,6.12,2.35,18.16,13.33,2.07,164.51,3.33,0.0
31/01/25,10:15,6.14,2.32,40.29,14.97,3.73,166.47,3.56,0.0,17:01,5.91,3.32,18.93,13.62,1.97,162.37,3.37,0.0
01/02/25,10:21,5.98,1.93,44.37,11.14,3.65,164.43,3.54,0.0,17:01,5.94,2.78,18.5,12.48,1.99,162.91,3.3,0.0
02/02/25,9:43,5.96,3.37,42.15,12.18,1.88,159.16,3.52,0.0,18:53,5.94,4.69,0.43,19.19,1.8,161.06,3.25,0.0
03/02/25,10:42,5.96,2.39,52.06,9.61,1.89,159.61,3.49,0.0,18:45,5.93,4.39,0.48,24.52,2.21,167.62,3.27,0.0
04/02/25,10:31,5.94,5.09,53.03,9.3,1.88,157.24,3.48,0.0,18:52,5.92,4.66,0.61,25.45,2.15,168.59,3.17,0.0
05/02/25,10:14,5.98,3.69,51.15,0.0,2.26,158.54,0.0,0.0,18:44,5.95,5.49,0.53,0.0,2.38,166.64,0.0,0.0
06/02/25,9:57,5.97,8.24,49.49,0.0,2.37,157.22,0.0,0.0,18:44,6.12,9.36,0.67,0.0,2.43,168.64,0.0,0.0
07/02/25,9:42,6.11,8.16,45.51,12.47,2.29,163.65,3.5,0.0,18:46,6.11,7.44,0.3,22.23,2.72,169.22,3.14,0.0
08/02/25,9:40,6.0,4.87,45.61,13.51,2.19,160.93,3.44,0.0,18:42,5.93,4.55,0.45,24.0,2.4,168.79,3.24,0.0
09/02/25,9:56,5.99,2.59,46.54,11.15,2.12,158.32,3.48,0.0,18:45,5.95,5.63,0.3,17.97,2.32,163.13,3.14,0.0
10/02/25,10:45,5.93,2.43,48.06,12.38,2.13,164.27,3.44,0.0,18:49,5.93,3.76,0.36,23.57,2.45,169.02,3.15,0.0
11/02/25,9:43,5.96,2.88,44.37,15.5,2.82,163.27,3.42,0.0,18:45,5.94,5.07,1.13,23.84,2.74,169.06,3.42,0.0
12/02/25,10:42,5.98,1.74,55.03,10.18,2.35,159.49,3.46,0.0,18:52,5.97,3.72,0.84,24.05,2.63,170.82,3.32,0.0
13/02/25,10:14,5.96,1.93,51.84,11.23,2.67,161.1,3.67,0.0,18:54,6.07,2.93,0.51,23.1,3.2,170.89,3.49,0.0
14/02/25,10:34,6.06,0.85,53.87,11.01,2.35,161.5,3.55,0.0,18:54,6.03,4.37,0.24,22.39,3.0,171.0,3.31,0.0
15/02/25,10:28,5.5,3.73,54.95,10.71,2.35,156.54,3.45,0.0,18:45,5.61,5.97,0.46,21.23,3.12,171.67,3.26,0.0
16/02/25,10:12,5.4,2.43,50.36,8.96,2.15,155.1,3.44,0.0,18:55,5.41,6.29,0.28,17.4,2.44,163.85,3.16,0.0
17/02/25,10:29,5.18,2.45,53.71,10.52,2.63,159.59,3.48,0.0,18:47,5.3,4.49,1.66,22.82,3.58,171.32,3.43,0.0
18/02/25,10:25,5.45,2.31,50.87,10.85,2.81,164.41,3.39,0.0,18:56,5.48,3.87,0.96,23.2,2.85,171.85,3.17,0.0
19/02/25,10:30,5.45,1.86,52.34,11.99,3.38,163.13,3.31,0.0,18:55,5.3,5.76,0.7,22.68,2.57,172.22,3.13,0.0
20/02/25,9:52,5.31,2.14,43.17,12.46,2.35,162.91,3.23,0.0,18:57,5.29,4.27,0.52,23.17,2.77,170.57,3.0,0.0
21/02/25,9:46,5.43,3.14,43.92,12.37,2.38,165.49,3.3,0.0,18:50,5.44,3.97,1.11,22.7,2.66,171.73,3.0,0.0
22/02/25,9:45,5.49,2.2,44.76,11.61,1.98,164.37,3.27,0.0,18:55,5.46,3.02,0.91,23.98,2.87,170.3,3.05,0.0
23/02/25,9:49,5.47,2.25,46.22,9.09,1.85,153.89,3.17,0.0,18:55,5.61,4.5,0.82,17.82,1.9,165.74,2.98,0.0
24/02/25,9:51,5.67,3.73,44.26,9.5,2.67,161.97,3.24,0.0,18:58,5.91,6.78,0.46,20.84,2.78,169.33,3.09,0.0
25/02/25,9:41,6.08,6.54,41.23,10.15,3.65,163.4,3.22,0.0,18:58,6.02,5.65,0.21,21.46,2.62,170.93,2.86,0.0
26/02/25,9:42,6.04,6.11,42.19,11.02,2.79,165.7,3.1,0.0,18:57,5.81,6.74,0.29,18.13,2.42,167.35,2.88,0.0
27/02/25,10:40,6.04,5.51,45.26,7.97,3.25,159.78,3.03,0.0,18:49,6.03,7.75,0.41,21.77,2.64,168.15,2.92,0.0
28/02/25,10:19,6.09,6.21,43.04,12.3,2.24,161.46,3.02,0.0,18:57,6.23,9.26,0.24,22.57,2.5,167.39,2.83,0.0
01/03/25,9:44,6.2,4.38,42.8,14.08,2.29,153.86,3.04,0.0,19:00,6.2,5.99,0.15,24.48,2.8,161.61,2.75,0.0
02/03/25,10:25,6.22,2.24,56.32,8.03,1.89,138.86,3.06,0.0,18:59,6.26,3.67,0.69,19.5,1.95,163.11,2.77,0.0
03/03/25,10:30,6.17,3.5,56.0,12.56,1.76,147.59,2.94,0.0,18:57,6.3,7.06,0.32,24.15,1.99,164.25,2.74,0.0
04/03/25,9:53,6.13,11.16,51.54,12.12,1.78,146.34,2.95,0.0,18:54,6.18,8.51,0.23,24.38,1.82,168.72,2.68,0.0
05/03/25,9:25,6.1,8.4,46.03,11.68,1.81,148.2,2.74,0.0,18:58,6.23,5.04,0.29,25.44,3.13,167.18,2.53,0.0
06/03/25,9:53,6.04,1.73,54.91,9.45,1.96,151.6,2.83,0.0,18:59,6.33,3.42,0.8,23.92,2.35,170.75,2.59,0.0
07/03/25,10:59,6.17,0.73,63.08,9.2,1.94,154.66,2.72,0.0,19:05,6.21,3.92,2.52,22.79,3.33,166.71,1.76,0.0
08/03/25,10:29,6.27,1.18,57.2,8.9,2.11,156.29,2.71,0.0,18:55,6.28,3.92,0.35,25.44,2.46,171.6,2.4,0.0
09/03/25,10:18,6.17,1.43,55.5,7.8,1.81,151.72,2.58,0.0,19:10,6.3,6.51,0.24,20.76,1.99,166.49,2.29,0.0
10/03/25,9:49,6.38,4.67,49.16,10.3,1.86,162.11,2.69,0.0,18:58,6.4,8.34,0.34,24.5,2.14,170.57,2.38,0.0
11/03/25,10:26,6.21,5.15,49.95,8.98,2.89,162.71,2.58,0.0,19:00,6.14,7.69,0.78,25.51,2.36,171.35,2.41,0.0
12/03/25,10:27,6.05,2.34,51.66,9.77,1.95,163.03,2.58,0.0,19:13,4.35,7.12,0.53,23.18,2.99,173.41,2.37,0.0
13/03/25,10:36,4.48,2.4,56.58,8.22,2.8,156.66,2.57,0.0,18:57,4.28,7.26,0.43,23.07,3.27,165.88,2.32,0.0
14/03/25,11:38,4.34,5.04,61.7,6.96,1.76,118.27,2.71,0.0,5:50,4.39,8.21,0.13,10.3,2.01,163.03,2.37,0.0
15/03/25,10:55,4.54,2.62,59.83,8.04,2.33,133.62,2.47,0.0,18:59,4.6,6.53,0.4,23.48,2.57,164.46,2.3,0.0
16/03/25,10:23,5.05,2.82,56.54,9.39,2.01,135.36,2.41,0.0,19:09,5.07,6.29,0.17,20.52,1.95,163.75,2.17,0.0
17/03/25,10:53,4.98,1.46,61.38,10.34,2.69,144.75,2.32,0.0,18:59,4.76,4.07,0.31,25.0,3.48,172.71,2.18,0.0
18/03/25,10:30,5.33,2.97,57.89,9.23,2.46,147.12,2.42,0.0,18:58,5.53,6.11,0.28,25.31,2.55,172.56,2.24,0.0
19/03/25,10:43,5.7,3.16,59.21,10.1,2.11,148.06,2.38,0.0,18:59,5.84,6.12,0.33,25.05,2.83,171.7,2.16,0.0
20/03/25,10:43,6.0,3.65,57.04,8.0,2.18,148.4,2.35,0.0,18:59,6.04,6.49,0.4,23.29,2.83,171.21,2.2,0.0
21/03/25,9:42,6.08,3.56,49.66,10.68,2.45,154.51,2.35,0.0,19:15,6.02,3.52,0.32,22.87,3.86,171.19,2.15,0.0
22/03/25,10:14,6.11,2.48,55.95,8.54,2.44,143.38,2.33,0.0,19:21,6.06,5.76,0.54,20.85,3.17,166.47,2.28,0.0
23/03/25,9:43,6.21,1.74,50.15,8.21,2.72,136.8,2.42,0.0,19:26,6.3,5.17,0.58,18.2,3.1,163.92,2.15,0.0
24/03/25,10:47,5.86,2.72,60.46,9.49,2.19,141.04,2.43,0.0,18:55,5.68,5.07,1.32,25.61,3.57,171.59,2.16,0.0
25/03/25,10:42,5.86,2.28,59.64,9.37,2.17,143.16,2.34,0.0,19:00,5.81,8.01,0.44,26.5,2.59,166.94,2.07,0.0
26/03/25,10:26,5.81,2.22,58.83,9.84,2.26,145.33,2.39,0.0,19:17,5.82,10.39,0.92,25.84,3.42,164.48,2.25,0.0
27/03/25,10:19,6.32,3.99,57.82,9.35,2.27,143.2,2.44,0.0,19:26,6.43,6.94,0.34,26.37,3.97,169.81,2.15,0.0
28/03/25,9:58,6.71,5.5,56.3,8.86,2.92,141.02,2.32,0.0,19:20,6.71,4.95,0.16,27.09,3.37,172.07,2.09,0.0
29/03/25,9:50,6.81,6.84,52.56,9.35,3.03,137.57,2.24,0.0,19:24,6.7,6.0,0.36,24.13,3.43,170.57,1.93,0.0
30/03/25,9:41,6.65,2.25,53.36,9.21,2.97,135.58,2.27,0.0,19:21,6.63,4.61,0.25,20.14,3.15,163.03,1.98,0.0
31/03/25,9:55,6.72,3.14,53.97,10.35,3.04,137.22,2.19,0.0,19:21,6.83,5.71,0.22,22.71,3.43,166.0,2.01,0.0
01/04/25,9:51,6.51,2.77,50.39,9.92,3.12,144.77,2.17,0.0,19:26,6.43,6.75,0.71,22.1,3.99,167.58,2.03,0.0
02/04/25,10:41,6.54,3.65,58.48,7.42,2.53,136.49,2.16,0.0,19:25,6.44,4.65,0.21,24.61,3.29,168.82,1.89,0.0
03/04/25,9:56,6.43,1.58,50.46,9.49,2.53,143.38,2.28,0.0,19:27,6.46,7.67,0.26,21.85,3.6,163.33,1.86,0.0
04/04/25,10:52,6.37,1.55,59.98,5.98,2.56,129.76,2.12,0.0,19:33,6.39,4.66,1.8,25.01,3.69,169.87,2.07,0.0
05/04/25,9:43,6.46,2.01,49.54,7.57,2.61,137.27,2.14,0.0,19:38,6.43,5.62,0.96,24.14,3.54,167.08,2.02,0.0
06/04/25,9:38,6.51,4.32,51.37,7.39,2.38,126.47,2.31,0.0,22:36,6.47,11.05,0.09,18.44,2.77,160.02,2.03,0.0
07/04/25,16:36,6.35,6.26,35.03,11.52,3.88,152.4,2.06,0.0,19:22,6.42,6.71,0.42,25.93,5.61,169.86,2.16,0.0
08/04/25,16:30,6.23,5.32,34.29,12.1,3.96,160.53,1.97,0.0,19:19,6.38,7.45,0.26,24.18,5.79,173.2,1.97,0.0
09/04/25,16:27,6.22,7.14,34.19,12.01,3.88,160.95,2.13,0.0,22:43,6.11,9.43,0.45,20.76,7.18,172.6,2.04,0.0
10/04/25,15:30,6.04,13.87,47.47,9.34,3.1,133.48,2.1,0.0,0:00,6.19,9.98,0.36,18.93,4.91,172.12,2.07,0.0
11/04/25,15:28,6.03,11.38,47.97,12.72,2.98,127.89,1.99,0.0,19:25,6.21,14.1,0.93,20.76,3.71,151.56,2.02,0.0
12/04/25,15:45,6.37,8.77,46.27,10.55,3.11,133.21,2.17,0.0,19:26,6.52,11.33,1.26,21.61,3.45,160.87,2.1,0.0
13/04/25,15:20,6.34,7.88,50.08,8.41,3.03,113.77,2.08,0.0,22:56,6.49,9.45,0.31,16.67,3.16,162.6,2.03,0.0
14/04/25,15:02,6.22,9.23,52.82,9.43,3.14,127.03,2.14,0.0,19:45,6.27,11.3,0.59,20.04,3.67,165.61,2.1,0.0
15/04/25,15:51,6.25,6.86,45.76,10.99,3.4,139.17,1.98,0.0,19:30,6.22,8.11,1.09,25.59,4.04,171.67,1.88,0.0
16/04/25,16:34,5.86,9.25,33.88,14.07,3.26,152.26,1.9,0.0,19:29,5.87,12.16,1.26,24.66,4.79,171.96,1.89,0.0
17/04/25,15:31,5.85,7.63,45.47,13.43,3.02,147.42,1.81,0.0,22:46,5.91,12.11,0.42,23.36,5.44,171.82,1.92,0.0
18/04/25,10:53,6.28,6.92,60.7,13.06,2.93,125.07,2.19,0.0,0:00,5.93,12.44,0.04,21.04,3.75,171.5,1.89,0.0
19/04/25,15:47,6.23,13.4,43.89,13.81,2.8,135.33,1.83,0.0,19:46,6.25,12.32,0.1,25.69,3.68,172.99,1.9,0.0
20/04/25,15:03,6.27,7.37,54.72,9.24,2.51,126.34,2.02,0.0,0:00,6.29,12.51,0.05,21.74,3.67,172.39,1.88,0.0
21/04/25,15:45,6.27,4.88,47.2,12.06,3.57,155.24,1.93,0.0,22:20,6.33,7.07,0.07,23.96,8.58,171.76,1.95,0.0
22/04/25,15:36,6.23,3.94,50.43,11.24,5.14,152.0,1.94,0.0,22:23,6.25,8.43,0.06,24.55,9.7,173.86,1.9,0.0
23/04/25,15:45,5.52,4.87,48.22,11.82,5.38,150.9,1.98,0.0,22:29,5.78,10.61,0.1,24.45,9.75,176.09,2.04,0.0
24/04/25,15:31,5.65,5.75,49.83,11.4,6.14,155.22,2.04,0.0,22:30,5.54,10.13,0.36,24.95,9.98,177.55,2.03,0.0
25/04/25,15:32,5.66,7.56,46.35,12.16,5.59,159.34,2.05,0.0,22:41,5.67,12.57,0.04,23.23,9.94,176.42,1.85,0.0
26/04/25,14:58,6.09,5.99,45.31,0.0,5.4,156.0,0.0,0.0,0:00,5.83,11.79,9.02,0.0,10.03,176.66,0.0,0.0
27/04/25,14:55,6.27,5.54,50.84,7.85,3.17,135.86,1.98,0.0,0:00,6.23,8.88,0.05,19.8,9.56,174.68,1.98,0.0
28/04/25,15:19,6.29,7.29,52.49,12.11,4.22,144.85,1.88,0.0,19:38,6.31,9.16,0.26,25.01,7.19,173.35,1.78,0.0
29/04/25,15:23,6.31,10.2,46.57,13.16,5.74,142.48,1.9,0.0,22:44,6.31,9.78,0.05,22.84,6.96,173.73,1.94,0.0
30/04/25,15:31,6.3,10.51,44.7,14.9,5.89,143.37,1.9,0.0,22:53,6.3,14.94,0.02,22.69,7.44,169.29,1.87,0.0
01/05/25,14:57,6.3,10.75,51.13,13.14,2.97,128.36,2.03,0.0,0:00,6.31,14.16,0.02,20.34,5.69,169.97,1.87,0.0
02/05/25,15:55,6.28,11.16,35.81,15.01,3.44,142.6,1.85,0.0,19:39,6.29,9.36,0.34,25.02,5.48,167.57,1.76,0.0
03/05/25,14:56,6.11,10.39,51.37,11.7,2.99,133.63,1.92,0.0,22:56,6.14,16.65,0.08,20.15,4.78,160.56,1.76,0.0
04/05/25,14:58,6.09,11.14,48.72,10.01,2.06,119.01,1.95,0.0,0:00,6.12,16.63,0.08,17.9,4.21,158.71,1.75,0.0
05/05/25,14:55,6.14,8.59,46.31,13.19,3.27,132.47,2.06,0.0,19:45,6.07,13.52,0.79,22.67,4.98,150.22,1.78,0.0
06/05/25,14:55,6.07,8.09,42.72,12.02,3.58,131.4,1.99,0.0,19:40,6.12,9.85,0.25,23.3,4.75,158.78,1.84,0.0
07/05/25,14:56,6.07,5.96,46.87,11.9,3.16,128.57,1.97,0.0,22:19,6.1,9.7,0.34,21.29,4.41,162.5,1.77,0.0
08/05/25,14:58,6.03,7.54,47.78,11.98,3.38,131.18,2.04,0.0,19:43,6.12,9.48,0.65,23.83,4.88,166.79,1.83,0.0
09/05/25,14:55,6.01,3.13,50.19,14.69,3.36,136.6,2.08,0.0,19:48,6.08,7.22,0.55,24.8,6.06,170.17,1.92,0.0
10/05/25,14:57,6.2,4.69,47.72,14.17,3.1,143.17,2.02,0.0,23:22,6.22,8.08,0.38,23.18,6.09,171.79,1.95,0.0
11/05/25,14:57,6.22,6.28,47.78,12.79,2.47,130.01,2.05,0.0,0:15,6.21,8.79,0.34,21.29,5.6,171.01,1.9,0.0
12/05/25,15:00,6.2,8.4,49.32,15.22,3.33,142.22,2.11,0.0,22:53,6.24,11.52,0.35,24.65,6.38,168.85,1.81,0.0
13/05/25,14:59,6.23,9.66,49.75,12.41,4.94,143.48,1.95,0.0,22:42,6.24,13.3,0.0,22.75,8.05,169.81,1.77,0.0
14/05/25,15:00,6.19,7.62,51.11,11.95,4.73,149.21,1.95,0.0,22:30,6.2,7.47,0.42,26.69,7.76,176.32,1.9,0.0
15/05/25,14:59,6.18,6.91,50.84,12.93,5.05,149.33,2.08,0.0,22:29,6.23,7.66,0.07,27.87,9.01,173.34,1.94,0.0
16/05/25,15:00,6.2,9.53,50.71,14.36,5.08,143.01,2.02,0.0,23:01,6.16,13.17,0.45,26.34,7.76,170.23,1.91,0.0
17/05/25,14:53,6.1,8.13,50.1,14.98,4.36,139.98,2.05,0.0,0:00,6.14,13.98,0.44,23.78,7.54,167.14,1.88,0.0
18/05/25,15:01,6.12,7.79,50.24,14.02,2.42,127.15,2.09,0.0,22:41,6.18,11.0,0.29,26.62,3.09,168.24,1.94,0.0
19/05/25,15:00,6.14,7.08,44.61,17.55,3.75,145.18,1.99,0.0,22:30,6.2,7.93,0.23,30.41,6.56,173.66,1.97,0.0
20/05/25,14:56,6.19,10.55,47.35,16.39,3.13,144.66,1.92,0.0,22:28,6.25,9.6,0.42,28.1,5.57,172.78,1.87,0.0
21/05/25,15:30,6.23,13.92,42.9,16.09,2.8,140.37,2.05,0.0,0:00,6.28,9.42,0.42,26.03,4.18,170.95,1.86,0.0
22/05/25,15:36,6.24,15.23,44.82,18.27,2.73,120.45,1.83,0.0,22:21,6.24,14.4,0.62,28.44,3.18,163.76,1.78,0.0
23/05/25,15:30,6.14,15.65,46.0,19.65,2.64,128.13,2.01,0.0,22:41,6.19,14.38,0.38,29.3,3.33,167.93,1.87,0.0
24/05/25,15:18,6.18,17.33,43.7,18.04,2.43,124.74,1.91,0.0,0:00,6.21,14.37,0.38,27.46,3.31,165.07,1.89,0.0
25/05/25,15:26,6.21,16.71,34.86,17.84,2.28,105.05,1.93,0.0,22:35,6.19,19.52,1.21,25.12,2.67,147.78,1.72,0.0
26/05/25,15:42,6.21,19.46,36.08,19.08,2.77,117.49,1.85,0.0,22:22,6.24,20.65,0.3,26.57,3.37,156.55,1.85,0.0
27/05/25,15:03,6.21,22.58,41.57,17.94,2.84,115.62,1.93,0.0,22:19,6.23,22.27,0.0,26.99,3.19,155.13,1.82,0.0
28/05/25,14:59,6.18,18.59,38.64,20.37,2.7,124.61,1.89,0.0,22:40,6.25,20.69,0.0,26.36,3.1,157.05,1.78,0.0
29/05/25,14:58,6.2,19.85,42.41,18.15,2.46,121.04,1.87,0.0,22:19,6.27,21.17,0.0,25.58,3.37,154.33,1.76,0.0
30/05/25,15:27,6.01,24.19,40.64,16.42,2.16,112.67,1.79,0.0,22:39,6.05,27.13,0.0,24.8,2.59,151.09,1.77,0.0
31/05/25,15:29,6.06,25.75,43.69,19.29,2.02,109.14,1.83,0.0,22:25,6.01,25.39,0.0,28.75,2.38,150.85,1.92,0.0
01/06/25,15:14,6.08,23.88,46.65,15.68,1.84,101.04,1.73,0.0,0:00,6.07,25.32,0.0,24.85,2.46,149.0,1.86,0.0
02/06/25,15:01,5.98,24.46,49.88,16.93,2.64,114.11,1.85,0.0,22:37,6.21,21.89,0.0,28.61,4.49,155.25,1.7,0.0
03/06/25,14:54,6.22,21.85,44.81,15.45,2.46,117.92,1.7,0.0,22:41,6.26,16.59,0.0,28.02,4.78,155.07,1.68,0.0
05/06/25,15:18,6.13,8.43,47.83,13.95,2.83,135.57,1.75,0.0,22:37,5.63,10.15,0.0,31.06,6.67,162.09,1.69,0.0
06/06/25,15:30,5.61,10.31,47.22,13.61,3.83,144.75,1.71,0.0,22:27,5.67,15.95,0.0,28.45,7.9,166.28,1.69,0.0
07/06/25,14:58,5.63,15.26,51.28,14.08,4.9,142.45,1.76,0.0,22:48,5.61,18.54,0.0,29.03,7.53,167.46,1.75,0.0
08/06/25,14:53,5.37,14.93,50.91,16.92,2.51,133.57,1.73,0.0,22:41,5.33,21.1,0.0,29.95,3.21,168.21,1.69,0.0
09/06/25,14:57,5.17,17.61,50.98,18.58,4.27,145.75,1.65,0.0,22:46,5.26,19.26,0.0,29.81,7.69,175.15,1.56,0.0
10/06/25,14:52,5.17,17.7,57.37,19.84,5.3,140.29,1.59,0.0,22:18,5.24,21.39,0.0,28.96,8.4,170.96,1.54,0.0
11/06/25,14:56,5.11,16.15,49.73,21.29,5.39,146.39,1.52,0.0,22:44,5.16,19.08,0.0,30.04,8.4,169.68,1.6,0.0
12/06/25,15:49,5.22,15.13,42.8,23.13,5.97,152.17,1.57,0.0,22:20,5.25,13.57,0.0,31.56,9.95,170.89,1.6,0.0
13/06/25,14:50,5.37,15.69,48.14,21.62,5.4,146.05,1.7,0.0,22:24,5.33,13.82,0.0,31.8,9.75,172.03,1.72,0.0
14/06/25,15:01,5.37,14.54,37.87,22.77,5.77,155.58,1.74,0.0,22:40,5.42,15.31,0.0,31.08,8.96,170.8,1.64,0.0
15/06/25,15:00,5.63,15.42,28.89,22.67,2.49,130.16,1.7,0.0,0:00,5.43,15.78,0.0,28.86,8.42,168.86,1.64,0.0
16/06/25,15:28,5.65,22.39,31.17,23.43,3.42,129.74,1.67,0.0,22:24,5.68,18.62,0.0,30.89,4.93,160.7,1.69,0.0
17/06/25,11:53,5.25,19.46,47.1,22.37,2.41,109.23,1.76,0.0,0:00,5.69,15.71,0.0,30.13,3.67,157.63,1.64,0.0
18/06/25,14:57,5.22,24.88,44.35,25.53,2.25,107.41,1.66,0.0,22:24,5.27,22.67,0.0,30.14,3.0,157.67,1.75,0.0
19/06/25,14:55,5.47,26.4,41.32,24.51,2.63,108.84,1.69,0.0,22:25,5.47,24.15,0.0,31.14,2.73,151.1,1.82,0.0
20/06/25,15:39,5.45,28.22,37.53,23.12,2.8,112.69,1.84,0.0,22:25,5.46,22.16,0.0,31.02,3.08,154.62,1.77,0.0
21/06/25,14:55,5.46,28.77,36.62,24.26,2.75,116.18,1.8,0.0,22:19,5.49,21.74,0.0,32.44,3.08,159.17,1.72,0.0
22/06/25,14:23,5.28,23.4,42.4,22.96,2.55,102.24,1.81,0.0,0:00,5.5,20.94,0.0,29.39,3.07,157.03,1.75,0.0
23/06/25,14:53,5.25,23.34,30.95,25.1,2.97,124.44,1.75,0.0,22:31,5.26,21.78,0.0,31.22,4.63,151.95,1.83,0.0
24/06/25,11:23,5.25,24.12,48.06,23.62,2.85,106.82,1.83,0.0,22:18,5.24,21.46,0.0,31.42,4.76,154.37,1.72,0.0
25/06/25,11:53,5.2,19.42,44.99,25.33,2.82,113.38,1.67,0.0,21:02,5.33,16.32,0.0,30.55,6.5,155.09,1.53,0.0
26/06/25,11:01,5.54,15.47,40.53,23.31,3.17,122.12,1.8,0.0,19:53,5.67,17.57,-0.04,31.96,6.06,146.27,1.8,0.0
27/06/25,11:06,5.68,15.4,46.88,24.13,3.17,119.77,1.81,0.0,20:42,5.68,18.5,0.0,33.11,6.26,153.4,1.86,0.0
