date,nuclear_avg_gw,wind_avg_gw,solar_avg_gw,hydro_avg_gw,gas_avg_gw,thermal_avg_gw,storage_avg_gw,others_avg_gw,total_avg_gw
31/12/25,5.44,2.79,15.17,12.49,2.75,157.11,3.67,0.0,194.65
01/01/26,5.61,4.08,15.58,10.65,2.34,149.4,3.6,0.0,186.55
02/01/26,5.61,6.59,15.21,11.88,2.3,149.0,3.54,0.0,190.06
03/01/26,5.6,6.8,18.03,10.93,2.41,146.41,3.58,0.0,191.52
04/01/26,5.61,7.62,18.87,9.22,1.91,140.46,3.63,0.0,184.39
05/01/26,5.61,8.83,15.14,10.34,2.27,143.89,3.64,0.0,190.44
06/01/26,5.62,9.17,17.84,11.47,2.26,147.33,3.7,0.0,194.92
07/01/26,5.62,11.91,18.46,10.49,2.16,144.91,3.63,0.0,194.31
08/01/26,5.6,10.89,18.73,10.51,2.31,146.59,3.66,0.0,194.92
09/01/26,5.61,10.56,19.94,10.54,2.26,147.09,3.67,0.0,196.48
10/01/26,5.62,10.02,17.65,10.67,2.11,147.92,3.64,0.0,193.91
11/01/26,5.62,10.19,17.86,9.36,1.89,141.07,3.66,0.0,186.0
12/01/26,5.6,8.96,19.41,10.48,2.32,145.82,3.66,0.0,192.22
13/01/26,5.88,7.29,19.68,11.05,2.22,149.47,3.52,0.0,195.38
14/01/26,5.67,4.54,20.76,10.35,2.02,148.38,3.49,0.0,190.81
15/01/26,5.97,3.46,21.78,9.71,1.73,145.94,2.98,0.0,186.64
16/01/26,6.16,4.06,20.7,10.21,1.92,150.0,3.05,0.0,191.28
17/01/26,6.34,3.69,21.2,10.27,2.09,149.85,3.32,0.0,191.63
18/01/26,6.48,4.09,20.3,9.56,1.9,144.82,3.42,0.0,185.89
19/01/26,6.6,3.08,20.96,10.66,2.11,149.67,3.51,0.0,192.34
20/01/26,6.21,4.59,21.04,10.83,2.11,150.31,3.54,0.0,195.29
21/01/26,6.14,7.76,21.21,10.17,2.28,146.7,3.61,0.0,194.62
22/01/26,5.97,8.39,19.43,10.29,2.43,147.41,3.68,0.0,194.27
23/01/26,6.04,7.4,22.71,10.06,2.35,138.52,3.73,0.0,187.34
24/01/26,6.13,10.48,20.11,10.22,2.17,140.11,3.69,0.0,189.82
25/01/26,6.13,11.19,21.07,10.08,1.94,133.85,3.67,0.0,184.91
26/01/26,6.16,8.27,17.75,9.84,2.1,135.15,3.66,0.0,180.08
27/01/26,6.43,9.34,20.38,9.92,2.28,139.22,3.71,0.0,187.63
28/01/26,6.79,9.05,22.18,10.47,2.35,139.87,3.65,0.0,189.12
29/01/26,6.6,10.88,21.53,10.13,2.22,142.32,3.67,0.0,192.15
30/01/26,6.42,8.79,21.51,10.04,2.19,147.01,3.67,0.0,194.71
31/01/26,6.52,7.87,21.64,10.27,2.22,146.41,3.73,0.0,193.54
01/02/26,6.56,7.7,20.04,9.63,2.01,139.57,3.9,0.0,184.42
02/02/26,6.56,8.83,20.57,10.63,2.0,142.97,3.92,0.0,190.45
03/02/26,6.58,8.78,21.45,10.98,2.09,145.75,4.07,0.0,194.56
04/02/26,6.56,11.94,22.45,10.13,2.21,140.45,4.1,0.0,193.39
05/02/26,6.56,8.75,22.07,10.29,2.26,145.01,4.02,0.0,194.09
06/02/26,6.65,6.59,23.87,10.12,2.31,147.67,3.89,0.0,195.73
07/02/26,6.68,5.21,23.91,10.54,2.27,147.03,3.81,0.0,194.34
08/02/26,6.7,4.61,24.3,9.52,1.96,141.37,3.8,0.0,187.61
09/02/26,6.71,4.89,22.99,11.24,2.0,149.67,3.78,0.0,195.68
10/02/26,6.73,5.55,23.34,11.21,2.13,150.22,3.7,0.0,197.88
11/02/26,6.82,10.03,22.95,10.73,2.15,145.64,3.71,0.0,197.89
12/02/26,6.94,8.65,23.12,10.79,2.14,146.61,3.57,0.0,197.91
13/02/26,6.95,6.21,24.65,11.14,2.07,150.37,3.4,0.0,200.45
14/02/26,6.97,5.0,24.78,11.96,2.04,150.87,3.39,0.0,199.87
15/02/26,6.97,3.6,24.56,11.95,2.01,144.93,3.47,0.0,192.8
16/02/26,6.93,5.57,23.95,12.14,2.17,146.8,3.53,0.0,196.81
17/02/26,6.92,6.48,23.76,12.17,2.26,149.09,3.54,0.0,200.05
18/02/26,6.81,7.75,22.29,12.17,2.32,148.86,3.49,0.0,198.76
19/02/26,6.16,7.99,23.61,12.02,2.3,147.03,3.42,0.0,197.37
20/02/26,6.15,10.47,22.84,11.95,2.28,146.91,3.39,0.0,198.71
21/02/26,6.13,5.85,24.16,11.66,2.2,151.75,3.27,0.0,199.25
22/02/26,6.14,3.42,23.69,10.59,1.75,148.77,3.3,0.0,192.4
23/02/26,6.14,3.09,23.41,12.01,2.07,155.28,3.22,0.0,199.72
24/02/26,6.13,4.07,23.78,11.95,2.12,153.24,3.16,0.0,199.12
25/02/26,6.13,3.53,23.56,12.26,2.11,155.14,3.15,0.0,200.01
26/02/26,6.14,4.07,24.37,12.02,2.2,154.14,3.0,0.0,200.35
27/02/26,6.13,5.25,23.73,12.64,2.18,155.26,2.95,0.0,203.02
28/02/26,6.15,5.32,24.64,12.2,1.93,152.63,2.83,0.0,201.03
01/03/26,6.17,4.12,24.61,11.1,1.62,148.75,2.86,0.0,194.49
02/03/26,6.3,3.58,24.64,12.11,2.36,153.84,2.83,0.0,200.21
03/03/26,6.38,3.83,26.32,11.75,2.33,147.88,2.68,0.0,195.83
04/03/26,6.38,4.77,25.36,10.91,1.93,136.04,2.64,0.0,183.02
05/03/26,6.37,6.04,25.74,11.46,1.95,141.56,2.57,0.0,191.27
06/03/26,6.36,5.41,27.25,13.09,2.15,153.48,2.69,0.0,205.27
07/03/26,6.32,3.98,26.42,13.19,2.22,159.08,2.66,0.0,208.59
08/03/26,6.32,3.61,25.77,11.88,2.31,154.29,2.59,0.0,201.61
09/03/26,5.72,6.99,25.73,12.14,2.38,159.3,2.62,0.0,208.71
10/03/26,5.75,9.26,25.23,12.22,2.19,159.88,2.64,0.0,211.35
11/03/26,5.75,8.64,25.52,13.12,2.33,160.77,2.45,0.0,212.98
12/03/26,5.38,5.28,25.32,14.47,2.33,162.17,2.55,0.0,212.02
13/03/26,5.35,5.58,23.93,14.52,2.58,161.4,2.46,0.0,212.68
14/03/26,5.74,7.41,24.7,14.49,1.96,157.11,2.44,0.0,209.34
15/03/26,5.92,7.56,24.24,11.4,1.8,147.82,2.53,0.0,196.23
16/03/26,5.99,7.04,24.87,11.26,1.94,151.28,2.44,0.0,199.3
17/03/26,5.58,6.67,23.4,11.94,2.08,154.5,2.49,0.0,200.85
18/03/26,5.56,6.09,18.7,12.0,2.03,157.69,2.38,0.0,197.92
19/03/26,5.95,5.69,19.76,11.11,2.14,146.62,2.38,0.0,187.67
20/03/26,6.01,3.28,23.78,11.47,2.07,138.39,2.36,0.0,182.17
21/03/26,6.02,3.9,20.31,12.2,1.93,137.01,2.22,0.0,181.63
22/03/26,6.0,4.24,20.99,13.14,1.77,133.45,2.23,0.0,177.84
23/03/26,6.14,5.08,25.08,13.95,1.93,140.86,2.31,0.0,191.24
24/03/26,6.35,4.24,24.49,14.43,1.96,149.4,2.29,0.0,197.77
25/03/26,6.4,5.5,23.6,14.1,1.92,149.69,2.28,0.0,201.52
26/03/26,6.5,6.17,24.5,13.34,1.84,154.48,2.33,0.0,204.49
27/03/26,6.61,7.59,25.75,13.08,1.81,148.4,2.35,0.0,204.23
28/03/26,6.62,10.24,25.11,13.56,1.83,144.45,2.3,0.0,200.23
29/03/26,6.66,10.31,23.84,13.91,1.74,141.82,2.26,0.0,195.84
30/03/26,6.65,7.79,23.82,14.58,1.86,153.01,2.21,0.0,205.06
31/03/26,6.17,6.45,24.33,13.61,1.94,150.39,2.16,0.0,200.46
01/04/26,6.11,5.15,23.91,13.74,2.04,151.21,2.25,0.0,200.46
02/04/26,6.57,6.62,24.32,13.48,2.0,151.16,2.46,0.0,202.44
03/04/26,6.74,6.38,22.59,14.12,1.74,152.15,2.42,0.0,201.22
04/04/26,6.87,5.86,25.23,13.97,1.84,149.63,2.34,0.0,200.76
05/04/26,7.01,8.78,22.89,12.55,1.84,137.32,2.31,0.0,187.24
06/04/26,6.31,11.27,25.44,12.93,1.81,140.76,2.34,0.0,195.58
07/04/26,6.05,14.82,22.33,12.6,1.78,139.35,2.48,0.0,194.86
08/04/26,6.17,9.83,24.61,13.15,1.64,138.68,2.35,0.0,192.44
09/04/26,6.2,5.25,26.24,13.82,1.63,144.99,2.3,0.0,196.66
10/04/26,6.19,6.24,25.62,14.46,1.76,146.04,2.48,0.0,199.21
11/04/26,6.18,6.08,26.2,15.01,1.77,148.71,2.46,0.0,203.17
12/04/26,6.18,5.52,26.16,14.18,1.84,147.01,2.47,0.0,199.71
13/04/26,6.25,7.08,27.82,14.6,2.27,152.82,2.32,0.0,209.77
14/04/26,6.25,7.92,27.28,14.0,2.24,156.34,2.36,0.0,213.58
15/04/26,6.24,7.65,27.71,13.63,2.28,157.98,2.52,0.0,215.95
16/04/26,6.31,7.17,27.16,14.27,2.61,164.25,2.41,0.0,220.31
17/04/26,6.77,6.85,27.21,14.64,2.71,164.74,2.34,0.0,222.17
18/04/26,6.9,6.42,27.12,14.86,2.83,164.51,2.33,0.0,221.21
19/04/26,6.91,7.02,27.11,12.8,2.97,157.55,2.29,0.0,212.74
20/04/26,6.9,6.59,27.46,13.34,3.14,162.79,2.21,0.0,219.27
21/04/26,6.89,8.43,27.41,14.21,3.6,161.93,2.28,0.0,221.63
22/04/26,6.9,8.01,27.86,15.1,3.58,162.61,2.33,0.0,223.92
23/04/26,6.85,7.16,27.83,16.22,4.36,162.72,2.31,0.0,224.69
24/04/26,6.69,7.5,27.29,17.0,4.7,167.36,2.14,0.0,229.81
25/04/26,6.39,5.6,26.38,17.87,6.38,170.75,2.14,0.0,231.84
26/04/26,5.45,7.97,25.26,16.63,4.72,163.41,2.3,0.0,223.56
27/04/26,5.54,12.19,26.87,16.12,4.49,164.13,2.43,0.0,229.5
28/04/26,6.36,12.03,26.82,16.68,4.76,164.17,2.36,0.0,230.35
29/04/26,6.45,11.91,26.42,15.79,3.83,156.37,2.23,0.0,220.89
30/04/26,6.46,13.3,26.12,14.37,3.03,145.62,2.15,0.0,209.6
01/05/26,6.71,14.59,22.0,14.43,2.05,136.34,2.18,0.0,197.58
02/05/26,6.87,14.93,26.54,14.15,2.01,142.99,2.19,0.0,208.43
03/05/26,6.88,15.93,21.81,14.44,1.76,136.13,2.17,0.0,198.07
04/05/26,6.89,11.68,25.13,14.8,1.97,138.79,2.1,0.0,198.91
05/05/26,6.88,7.69,26.63,14.75,1.85,143.36,2.08,0.0,200.29
06/05/26,6.87,6.53,26.91,15.03,1.83,147.44,1.03,2.05,204.3
07/05/26,6.84,7.7,26.63,14.64,1.83,146.07,1.03,2.12,204.79
08/05/26,6.85,7.38,27.23,14.72,2.1,148.06,1.03,2.18,207.15
09/05/26,6.87,7.39,27.31,15.11,1.84,149.79,1.03,2.31,208.96
10/05/26,6.99,7.8,25.55,16.52,1.69,144.93,1.09,2.26,204.24
11/05/26,7.03,8.56,27.86,18.8,2.09,152.11,1.02,2.17,217.31
12/05/26,7.02,7.57,27.23,19.04,3.27,160.79,1.12,2.14,225.23
13/05/26,6.81,10.89,25.11,16.97,3.46,159.8,0.93,2.21,223.57
14/05/26,6.61,12.74,24.06,16.76,3.35,155.76,1.0,2.26,220.95
15/05/26,6.64,11.57,25.12,16.77,3.22,158.95,1.04,2.26,223.41
16/05/26,6.74,8.44,26.42,17.25,3.04,162.98,0.93,2.34,225.55
17/05/26,7.04,8.7,26.33,16.96,2.27,157.33,1.04,2.34,219.93
18/05/26,7.04,10.99,27.33,18.94,3.26,163.02,0.96,2.34,231.45
19/05/26,7.05,15.56,27.06,19.73,3.73,162.51,0.88,2.42,235.58
20/05/26,7.07,17.33,27.41,20.26,3.7,164.37,0.91,2.45,238.94
21/05/26,7.01,15.03,27.88,20.37,4.06,166.92,0.97,2.38,241.27
22/05/26,7.09,15.67,25.97,20.08,4.17,166.53,0.95,2.37,239.73
23/05/26,7.06,17.31,25.96,18.71,3.83,162.73,0.97,2.37,236.98
24/05/26,7.06,20.43,25.31,16.37,2.38,154.99,1.0,2.35,226.35
25/05/26,7.04,18.65,26.66,17.02,3.47,163.82,0.98,2.36,237.12
26/05/26,7.05,16.98,27.7,16.77,4.19,164.08,0.93,2.26,237.15
27/05/26,7.04,17.22,26.38,17.09,3.97,160.55,0.99,2.2,233.57
28/05/26,7.05,19.43,27.17,16.86,2.92,157.94,0.95,2.22,231.42
29/05/26,7.04,21.79,24.67,15.75,2.18,144.71,0.96,2.22,216.05
30/05/26,7.09,20.25,22.29,14.76,2.04,140.26,1.11,2.18,207.84
31/05/26,6.95,13.35,21.63,14.24,1.83,142.66,0.89,2.16,200.99
01/06/26,6.88,10.38,25.22,15.38,2.1,154.27,1.02,2.11,216.24
02/06/26,7.09,9.03,26.14,15.97,2.42,159.12,1.13,1.89,218.01
03/06/26,7.04,11.33,26.16,16.24,3.64,163.42,1.08,1.87,226.17
04/06/26,7.06,17.29,25.72,16.2,3.92,156.35,0.96,1.97,225.73
05/06/26,7.09,17.64,25.05,17.19,3.67,152.42,1.0,1.88,221.88
06/06/26,7.07,15.49,26.77,16.71,3.64,156.05,0.96,1.93,225.14
07/06/26,6.95,16.49,24.65,15.93,2.48,151.7,0.93,1.92,217.97
01/06/26,1.44,6.88,10.38,25.22,15.38,2.1,154.27,1.02,216.24
02/06/26,1.37,7.09,9.03,26.14,15.97,2.42,159.12,1.13,218.01
03/06/26,1.28,7.04,11.33,26.16,16.24,3.64,163.42,1.08,226.17
04/06/26,1.13,7.06,17.29,25.72,16.2,3.92,156.35,0.96,225.73
05/06/26,1.12,7.09,17.64,25.05,17.19,3.67,152.42,1.0,221.88
06/06/26,1.21,7.07,15.49,26.77,16.71,3.64,156.05,0.96,225.14
07/06/26,1.18,6.95,16.49,24.65,15.93,2.48,151.7,0.93,217.97
08/06/26,6.93,19.42,25.76,16.5,3.2,157.72,0.96,2.11,229.25
09/06/26,6.93,24.05,25.78,16.92,3.63,156.27,1.03,2.14,233.84
10/06/26,6.92,24.89,25.25,17.79,3.29,155.98,1.12,2.16,234.41
11/06/26,6.93,22.08,25.28,18.33,2.21,150.08,0.99,2.13,225.52
12/06/26,6.96,21.92,24.45,18.02,1.9,144.47,1.0,2.12,218.35
13/06/26,7.0,20.39,22.17,16.38,1.8,145.99,0.93,2.03,214.62
14/06/26,7.02,21.28,20.48,16.06,1.75,143.54,0.98,2.03,210.19
15/06/26,7.03,21.02,23.85,16.04,1.94,151.04,1.02,2.0,221.89
