date,total,coal,renewable
05/01/24,4652.0,4235.0,417.0
06/01/24,4611.0,4120.0,491.0
07/01/24,4444.0,3926.0,518.0
08/01/24,4565.0,4112.0,453.0
10/01/24,4644.0,4132.0,512.0
11/01/24,4701.0,4157.0,544.0
12/01/24,4774.0,4240.0,534.0
13/01/24,4751.0,4329.0,422.0
14/01/24,4537.0,4106.0,431.0
15/01/24,4586.0,4160.0,426.0
16/01/24,4668.0,4264.0,404.0
17/01/24,4744.0,4342.0,402.0
18/01/24,4795.0,4372.0,423.0
19/01/24,4863.0,4409.0,454.0
20/01/24,4850.0,4407.0,443.0
21/01/24,4740.0,4312.0,428.0
22/01/24,4800.0,4350.0,450.0
24/01/24,4863.0,4443.0,420.0
25/01/24,4876.0,4432.0,444.0
26/01/24,4667.0,4182.0,485.0
27/01/24,4734.0,4242.0,492.0
28/01/24,4708.0,4272.0,436.0
29/01/24,4828.0,4377.0,451.0
30/01/24,4853.0,4447.0,406.0
31/01/24,4804.0,4359.0,445.0
01/02/24,4713.0,4263.0,450.0
02/02/24,4812.0,4375.0,437.0
03/02/24,4778.0,4365.0,413.0
04/02/24,4560.0,4113.0,447.0
05/02/24,4687.0,4210.0,477.0
07/02/24,4828.0,4285.0,543.0
08/02/24,4783.0,4214.0,569.0
09/02/24,4836.0,4263.0,573.0
10/02/24,4804.0,4195.0,609.0
11/02/24,4632.0,4019.0,613.0
12/02/24,4740.0,4189.0,551.0
13/02/24,4796.0,4250.0,546.0
14/02/24,4814.0,4226.0,588.0
15/02/24,4816.0,4183.0,633.0
16/02/24,4852.0,4178.0,674.0
17/02/24,4808.0,4217.0,591.0
18/02/24,4617.0,4029.0,588.0
19/02/24,4704.0,4022.0,682.0
21/02/24,4821.0,4246.0,575.0
22/02/24,4831.0,4271.0,560.0
23/02/24,4914.0,4339.0,575.0
24/02/24,4884.0,4351.0,533.0
25/02/24,4635.0,4074.0,561.0
26/02/24,4781.0,4131.0,650.0
27/02/24,4793.0,4067.0,726.0
28/02/24,4811.0,4154.0,657.0
29/02/24,4881.0,4255.0,626.0
01/03/24,4835.0,4268.0,567.0
02/03/24,4606.0,3964.0,642.0
03/03/24,4406.0,3807.0,599.0
04/03/24,4623.0,4063.0,560.0
06/03/24,4799.0,4256.0,543.0
07/03/24,4847.0,4290.0,557.0
08/03/24,4831.0,4256.0,575.0
09/03/24,4827.0,4231.0,596.0
10/03/24,4716.0,4177.0,539.0
11/03/24,4917.0,4363.0,554.0
12/03/24,5026.0,4459.0,567.0
13/03/24,5045.0,4457.0,588.0
14/03/24,5023.0,4471.0,552.0
15/03/24,5103.0,4532.0,571.0
16/03/24,5053.0,4476.0,577.0
17/03/24,4835.0,4249.0,586.0
18/03/24,5003.0,4434.0,569.0
20/03/24,4878.0,4292.0,586.0
21/03/24,4864.0,4283.0,581.0
22/03/24,4971.0,4390.0,581.0
23/03/24,4980.0,4413.0,567.0
24/03/24,4743.0,4178.0,565.0
25/03/24,4432.0,3899.0,533.0
26/03/24,4693.0,4148.0,545.0
27/03/24,5006.0,4427.0,579.0
28/03/24,5173.0,4615.0,558.0
29/03/24,5211.0,4639.0,572.0
30/03/24,5125.0,4518.0,607.0
31/03/24,4941.0,4381.0,560.0
01/04/24,4976.0,4408.0,568.0
03/04/24,5205.0,4629.0,576.0
04/04/24,5276.0,4723.0,553.0
05/04/24,5311.0,4743.0,568.0
06/04/24,5297.0,4704.0,593.0
07/04/24,5046.0,4459.0,587.0
08/04/24,5128.0,4546.0,582.0
09/04/24,5124.0,4556.0,568.0
10/04/24,5146.0,4563.0,583.0
11/04/24,5056.0,4502.0,554.0
12/04/24,5060.0,4502.0,558.0
13/04/24,5003.0,4492.0,511.0
14/04/24,4845.0,4323.0,522.0
15/04/24,5173.0,4636.0,537.0
17/04/24,5272.0,4752.0,520.0
18/04/24,5327.0,4762.0,565.0
19/04/24,5271.0,4611.0,660.0
20/04/24,5266.0,4677.0,589.0
21/04/24,5085.0,4527.0,558.0
22/04/24,5244.0,4629.0,615.0
23/04/24,5253.0,4650.0,603.0
24/04/24,5292.0,4698.0,594.0
25/04/24,5421.0,4821.0,600.0
26/04/24,5420.0,4789.0,631.0
27/04/24,5436.0,4848.0,588.0
28/04/24,5286.0,4700.0,586.0
29/04/24,5467.0,4843.0,624.0
01/05/24,5267.0,4544.0,723.0
02/05/24,5400.0,4778.0,622.0
03/05/24,5479.0,4870.0,609.0
04/05/24,5525.0,4860.0,665.0
05/05/24,5371.0,4661.0,710.0
06/05/24,5545.0,4856.0,689.0
07/05/24,5370.0,4725.0,645.0
08/05/24,5317.0,4697.0,620.0
09/05/24,5350.0,4754.0,596.0
10/05/24,5307.0,4721.0,586.0
11/05/24,5200.0,4665.0,535.0
12/05/24,5069.0,4543.0,526.0
13/05/24,5171.0,4650.0,521.0
15/05/24,5371.0,4852.0,519.0
16/05/24,5470.0,4934.0,536.0
17/05/24,5481.0,4957.0,524.0
18/05/24,5498.0,4919.0,579.0
19/05/24,5290.0,4690.0,600.0
20/05/24,5415.0,4776.0,639.0
21/05/24,5506.0,4901.0,605.0
22/05/24,5601.0,5013.0,588.0
23/05/24,5576.0,4983.0,593.0
24/05/24,5709.0,5028.0,681.0
25/05/24,5636.0,4804.0,832.0
26/05/24,5386.0,4467.0,919.0
27/05/24,5520.0,4521.0,999.0
29/05/24,5814.0,4766.0,1048.0
30/05/24,5887.0,4996.0,891.0
31/05/24,5833.0,4988.0,845.0
01/06/24,5706.0,4902.0,804.0
02/06/24,5372.0,4729.0,643.0
03/06/24,5537.0,4933.0,604.0
04/06/24,5611.0,4917.0,694.0
05/06/24,5549.0,4811.0,738.0
06/06/24,5320.0,4698.0,622.0
07/06/24,5450.0,4867.0,583.0
08/06/24,5399.0,4778.0,621.0
09/06/24,5280.0,4533.0,747.0
10/06/24,5436.0,4678.0,758.0
12/06/24,5575.0,4768.0,807.0
13/06/24,5592.0,4792.0,800.0
14/06/24,5628.0,4804.0,824.0
15/06/24,5659.0,4875.0,784.0
16/06/24,5545.0,4840.0,705.0
17/06/24,5734.0,5057.0,677.0
18/06/24,5737.0,4909.0,828.0
19/06/24,5659.0,4782.0,877.0
20/06/24,5430.0,4508.0,922.0
21/06/24,5466.0,4652.0,814.0
22/06/24,5727.0,5039.0,688.0
23/06/24,5320.0,4623.0,697.0
24/06/24,5406.0,4723.0,683.0
26/06/24,5518.0,4819.0,699.0
27/06/24,5328.0,4651.0,677.0
28/06/24,5294.0,4608.0,686.0
29/06/24,5263.0,4579.0,684.0
30/06/24,4986.0,4303.0,683.0
01/07/24,5046.0,4283.0,763.0
02/07/24,5035.0,4149.0,886.0
03/07/24,5055.0,4184.0,871.0
04/07/24,5020.0,4279.0,741.0
05/07/24,5052.0,4289.0,763.0
06/07/24,4860.0,3969.0,891.0
07/07/24,4752.0,3986.0,766.0
08/07/24,5094.0,4480.0,614.0
10/07/24,5348.0,4661.0,687.0
11/07/24,5438.0,4625.0,813.0
12/07/24,5297.0,4390.0,907.0
13/07/24,5199.0,4330.0,869.0
14/07/24,5150.0,4329.0,821.0
15/07/24,5299.0,4636.0,663.0
16/07/24,5383.0,4600.0,783.0
17/07/24,5359.0,4640.0,719.0
18/07/24,5402.0,4630.0,772.0
19/07/24,5342.0,4550.0,792.0
20/07/24,5333.0,4611.0,722.0
21/07/24,5200.0,4430.0,770.0
22/07/24,5316.0,4538.0,778.0
24/07/24,5233.0,4364.0,869.0
25/07/24,5197.0,4325.0,872.0
26/07/24,5228.0,4321.0,907.0
27/07/24,5175.0,4355.0,820.0
28/07/24,5164.0,4385.0,779.0
29/07/24,5405.0,4682.0,723.0
30/07/24,5493.0,4769.0,724.0
31/07/24,5401.0,4617.0,784.0
01/08/24,5009.0,4192.0,817.0
02/08/24,4931.0,4147.0,784.0
03/08/24,4876.0,4092.0,784.0
04/08/24,4762.0,3991.0,771.0
06/08/24,5121.0,4485.0,636.0
08/08/24,4980.0,4312.0,668.0
09/08/24,5073.0,4421.0,652.0
10/08/24,5031.0,4359.0,672.0
11/08/24,4740.0,4054.0,686.0
12/08/24,4912.0,4313.0,599.0
13/08/24,5133.0,4642.0,491.0
14/08/24,5217.0,4763.0,454.0
15/08/24,4950.0,4458.0,492.0
16/08/24,5159.0,4729.0,430.0
17/08/24,5204.0,4691.0,513.0
18/08/24,5028.0,4507.0,521.0
19/08/24,5022.0,4526.0,496.0
20/08/24,5006.0,4471.0,535.0
22/08/24,5238.0,4680.0,558.0
23/08/24,5170.0,4564.0,606.0
24/08/24,5056.0,4337.0,719.0
25/08/24,4763.0,3907.0,856.0
26/08/24,4884.0,3986.0,898.0
27/08/24,4813.0,3987.0,826.0
28/08/24,4892.0,4092.0,800.0
29/08/24,4869.0,4098.0,771.0
30/08/24,4972.0,4281.0,691.0
31/08/24,5006.0,4373.0,633.0
01/09/24,4788.0,4121.0,667.0
02/09/24,4976.0,4306.0,670.0
03/09/24,5015.0,4392.0,623.0
05/09/24,4934.0,4191.0,743.0
06/09/24,4988.0,4259.0,729.0
07/09/24,4886.0,4183.0,703.0
08/09/24,4774.0,4076.0,698.0
09/09/24,5030.0,4281.0,749.0
10/09/24,5061.0,4299.0,762.0
11/09/24,5010.0,4276.0,734.0
12/09/24,4954.0,4156.0,798.0
13/09/24,4965.0,4135.0,830.0
14/09/24,4943.0,4145.0,798.0
15/09/24,4828.0,4052.0,776.0
16/09/24,5027.0,4288.0,739.0
17/09/24,5030.0,4327.0,703.0
19/09/24,5254.0,4586.0,668.0
20/09/24,5405.0,4745.0,660.0
21/09/24,5580.0,4912.0,668.0
22/09/24,5282.0,4627.0,655.0
23/09/24,5477.0,4818.0,659.0
24/09/24,5491.0,4833.0,658.0
25/09/24,5362.0,4688.0,674.0
26/09/24,5110.0,4469.0,641.0
27/09/24,4948.0,4315.0,633.0
28/09/24,4866.0,4342.0,524.0
29/09/24,4810.0,4351.0,459.0
30/09/24,5135.0,4653.0,482.0
01/10/24,5281.0,4751.0,530.0
03/10/24,5283.0,4627.0,656.0
04/10/24,5351.0,4694.0,657.0
05/10/24,5207.0,4685.0,522.0
06/10/24,4919.0,4465.0,454.0
07/10/24,5146.0,4623.0,523.0
08/10/24,5239.0,4736.0,503.0
09/10/24,5185.0,4707.0,478.0
10/10/24,5040.0,4527.0,513.0
11/10/24,4913.0,4423.0,490.0
12/10/24,4522.0,4024.0,498.0
13/10/24,4471.0,4018.0,453.0
14/10/24,4797.0,4424.0,373.0
15/10/24,4819.0,4394.0,425.0
17/10/24,4812.0,4304.0,508.0
18/10/24,4886.0,4384.0,502.0
19/10/24,4841.0,4404.0,437.0
20/10/24,4601.0,4176.0,425.0
21/10/24,4777.0,4341.0,436.0
22/10/24,4821.0,4377.0,444.0
23/10/24,4811.0,4351.0,460.0
24/10/24,4749.0,4280.0,469.0
25/10/24,4694.0,4206.0,488.0
26/10/24,4680.0,4179.0,501.0
27/10/24,4624.0,4112.0,512.0
28/10/24,4878.0,4371.0,507.0
29/10/24,4971.0,4477.0,494.0
31/10/24,4410.0,3951.0,459.0
01/11/24,4146.0,3705.0,441.0
02/11/24,4132.0,3671.0,461.0
03/11/24,4134.0,3666.0,468.0
04/11/24,4438.0,3983.0,455.0
05/11/24,4580.0,4103.0,477.0
06/11/24,4664.0,4167.0,497.0
07/11/24,4680.0,4200.0,480.0
08/11/24,4823.0,4348.0,475.0
09/11/24,4730.0,4243.0,487.0
10/11/24,4558.0,4056.0,502.0
11/11/24,4717.0,4212.0,505.0
12/11/24,4729.0,4289.0,440.0
14/11/24,4681.0,4224.0,457.0
15/11/24,4609.0,4206.0,403.0
16/11/24,4524.0,4068.0,456.0
17/11/24,4337.0,3827.0,510.0
18/11/24,4476.0,3930.0,546.0
19/11/24,4529.0,4016.0,513.0
20/11/24,4471.0,3959.0,512.0
21/11/24,4502.0,4024.0,478.0
22/11/24,4524.0,4028.0,496.0
23/11/24,4522.0,4051.0,471.0
24/11/24,4363.0,3888.0,475.0
25/11/24,4489.0,3975.0,514.0
26/11/24,4510.0,4048.0,462.0
28/11/24,4460.0,3938.0,522.0
29/11/24,4536.0,4010.0,526.0
30/11/24,4442.0,3911.0,531.0
01/12/24,4203.0,3669.0,534.0
02/12/24,4375.0,3815.0,560.0
03/12/24,4451.0,3848.0,603.0
04/12/24,4497.0,3884.0,613.0
05/12/24,4551.0,4021.0,530.0
06/12/24,4598.0,4107.0,491.0
07/12/24,4538.0,4067.0,471.0
08/12/24,4377.0,3849.0,528.0
09/12/24,4537.0,3946.0,591.0
10/12/24,4590.0,3972.0,618.0
12/12/24,4568.0,3973.0,595.0
13/12/24,4581.0,3913.0,668.0
14/12/24,4519.0,3854.0,665.0
15/12/24,4384.0,3748.0,636.0
16/12/24,4548.0,3962.0,586.0
17/12/24,4666.0,4079.0,587.0
18/12/24,4778.0,4179.0,599.0
19/12/24,4767.0,4241.0,526.0
20/12/24,4823.0,4243.0,580.0
21/12/24,4768.0,4268.0,500.0
22/12/24,4638.0,4198.0,440.0
23/12/24,4737.0,4301.0,436.0
24/12/24,4767.0,4250.0,517.0
26/12/24,4720.0,4254.0,466.0
27/12/24,4574.0,4054.0,520.0
28/12/24,4392.0,3810.0,582.0
29/12/24,4354.0,3757.0,597.0
01/01/25,4558.0,3937.0,621.0
02/01/25,4646.0,4079.0,567.0
03/01/25,4805.0,4199.0,606.0
04/01/25,4745.0,4163.0,582.0
05/01/25,4615.0,4049.0,566.0
06/01/25,4777.0,4109.0,668.0
07/01/25,4877.0,4187.0,690.0
08/01/25,4865.0,4227.0,638.0
10/01/25,4978.0,4353.0,625.0
11/01/25,4854.0,4339.0,515.0
12/01/25,4634.0,4076.0,558.0
13/01/25,4723.0,4119.0,604.0
14/01/25,4548.0,3903.0,645.0
15/01/25,4582.0,3932.0,650.0
16/01/25,4710.0,4048.0,662.0
17/01/25,4810.0,4067.0,743.0
18/01/25,4819.0,4200.0,619.0
19/01/25,4646.0,4116.0,530.0
20/01/25,4791.0,4235.0,556.0
21/01/25,4909.0,4273.0,636.0
22/01/25,4900.0,4278.0,622.0
24/01/25,4942.0,4155.0,787.0
25/01/25,4948.0,4251.0,697.0
26/01/25,4681.0,4003.0,678.0
27/01/25,4910.0,4293.0,617.0
28/01/25,5044.0,4444.0,600.0
29/01/25,5060.0,4429.0,631.0
30/01/25,5079.0,4476.0,603.0
31/01/25,5103.0,4517.0,586.0
01/02/25,5026.0,4420.0,606.0
02/02/25,4843.0,4193.0,650.0
03/02/25,5015.0,4402.0,613.0
04/02/25,5064.0,4402.0,662.0
05/02/25,5069.0,4397.0,672.0
07/02/25,5117.0,4331.0,786.0
08/02/25,5109.0,4420.0,689.0
09/02/25,4944.0,4294.0,650.0
10/02/25,5109.0,4503.0,606.0
11/02/25,5149.0,4498.0,651.0
12/02/25,5158.0,4530.0,628.0
13/02/25,5132.0,4505.0,627.0
14/02/25,5138.0,4524.0,614.0
15/02/25,5109.0,4389.0,720.0
16/02/25,4948.0,4270.0,678.0
17/02/25,5135.0,4478.0,657.0
18/02/25,5206.0,4569.0,637.0
19/02/25,5205.0,4608.0,597.0
21/02/25,5177.0,4533.0,644.0
22/02/25,5183.0,4546.0,637.0
23/02/25,4991.0,4334.0,657.0
24/02/25,5123.0,4414.0,709.0
25/02/25,5189.0,4560.0,629.0
26/02/25,5135.0,4473.0,662.0
27/02/25,5121.0,4515.0,606.0
28/02/25,5157.0,4488.0,669.0
01/03/25,5096.0,4405.0,691.0
02/03/25,4933.0,4263.0,670.0
03/03/25,5147.0,4465.0,682.0
04/03/25,5204.0,4391.0,813.0
05/03/25,5133.0,4336.0,797.0
07/03/25,5259.0,4600.0,659.0
08/03/25,5292.0,4651.0,641.0
09/03/25,5169.0,4503.0,666.0
10/03/25,5308.0,4594.0,714.0
11/03/25,5359.0,4683.0,676.0
12/03/25,5305.0,4656.0,649.0
13/03/25,5292.0,4555.0,737.0
14/03/25,4771.0,4054.0,717.0
15/03/25,4887.0,4179.0,708.0
16/03/25,5012.0,4327.0,685.0
17/03/25,5260.0,4574.0,686.0
18/03/25,5320.0,4588.0,732.0
19/03/25,5371.0,4636.0,735.0
21/03/25,5275.0,4578.0,697.0
22/03/25,5113.0,4434.0,679.0
23/03/25,4930.0,4273.0,657.0
24/03/25,5187.0,4488.0,699.0
25/03/25,5279.0,4563.0,716.0
26/03/25,5331.0,4583.0,748.0
27/03/25,5382.0,4639.0,743.0
28/03/25,5368.0,4627.0,741.0
29/03/25,5245.0,4507.0,738.0
30/03/25,5077.0,4381.0,696.0
31/03/25,5147.0,4463.0,684.0
01/04/23,4291.0,3759.0,532.0
02/04/23,4224.0,3670.0,554.0
03/04/23,4455.0,3880.0,575.0
04/04/23,4548.0,4041.0,507.0
05/04/23,4575.0,4016.0,559.0
06/04/23,4611.0,4053.0,558.0
07/04/23,4639.0,4091.0,548.0
08/04/23,4611.0,4092.0,519.0
09/04/23,4516.0,4013.0,503.0
10/04/23,4735.0,4228.0,507.0
11/04/23,4846.0,4376.0,470.0
12/04/23,4950.0,4430.0,520.0
13/04/23,4976.0,4473.0,503.0
14/04/23,4978.0,4451.0,527.0
15/04/23,4951.0,4425.0,526.0
16/04/23,4839.0,4347.0,492.0
17/04/23,5115.0,4578.0,537.0
18/04/23,5239.0,4715.0,524.0
19/04/23,5181.0,4645.0,536.0
20/04/23,5137.0,4561.0,576.0
21/04/23,4964.0,4399.0,565.0
22/04/23,4776.0,4239.0,537.0
23/04/23,4423.0,3878.0,545.0
24/04/23,4617.0,4119.0,498.0
25/04/23,4721.0,4226.0,495.0
26/04/23,4769.0,4266.0,503.0
27/04/23,4740.0,4298.0,442.0
28/04/23,4711.0,4286.0,425.0
29/04/23,4571.0,4166.0,405.0
30/05/23,4750.0,4321.0,429.0
13/06/23,5280.0,4419.0,861.0
27/06/23,4754.0,4133.0,621.0
11/07/23,4717.0,4102.0,615.0
25/07/23,4936.0,4347.0,589.0
08/08/23,5119.0,4344.0,775.0
22/08/23,5419.0,4813.0,606.0
05/09/23,5390.0,4784.0,606.0
19/09/23,4808.0,4242.0,566.0
03/10/23,4780.0,4236.0,544.0
17/10/23,4760.0,4345.0,415.0
31/10/23,4774.0,4360.0,414.0
14/11/23,3958.0,3541.0,417.0
28/11/23,4076.0,3686.0,390.0
12/12/23,4340.0,3909.0,431.0
26/12/23,4562.0,4097.0,465.0
09/01/24,4615.0,4095.0,520.0
23/01/24,4849.0,4406.0,443.0
06/02/24,4815.0,4304.0,511.0
20/02/24,4820.0,4263.0,557.0
05/03/24,4772.0,4154.0,618.0
19/03/24,5005.0,4440.0,565.0
02/04/24,5113.0,4557.0,556.0
16/04/24,5291.0,4724.0,567.0
30/04/24,5531.0,4858.0,673.0
14/05/24,5266.0,4691.0,575.0
28/05/24,5653.0,4605.0,1048.0
11/06/24,5565.0,4741.0,824.0
25/06/24,5591.0,4870.0,721.0
09/07/24,5257.0,4616.0,641.0
23/07/24,5326.0,4471.0,855.0
07/08/24,4978.0,4333.0,645.0
21/08/24,5178.0,4635.0,543.0
04/09/24,4899.0,4233.0,666.0
18/09/24,5099.0,4442.0,657.0
02/10/24,5148.0,4565.0,583.0
16/10/24,4795.0,4366.0,429.0
30/10/24,4882.0,4433.0,449.0
13/11/24,4699.0,4212.0,487.0
27/11/24,4502.0,4036.0,466.0
11/12/24,4594.0,3987.0,607.0
25/12/24,4708.0,4183.0,525.0
09/01/25,4884.0,4253.0,631.0
23/01/25,4879.0,4156.0,723.0
06/02/25,5094.0,4290.0,804.0
20/02/25,5095.0,4452.0,643.0
06/03/25,5153.0,4480.0,673.0
20/03/25,5309.0,4611.0,698.0
18/03/26,5254.0,4595.0,659.0
19/03/26,5055.0,4309.0,746.0
20/03/26,4824.0,4126.0,698.0
21/03/26,4773.0,4110.0,663.0
22/03/26,4676.0,4015.0,661.0
23/03/26,5011.0,4225.0,786.0
24/03/26,5203.0,4454.0,749.0
25/03/26,5286.0,4515.0,771.0
26/03/26,5371.0,4583.0,788.0
27/03/26,5370.0,4467.0,903.0
28/03/26,5245.0,4329.0,916.0
29/03/26,5143.0,4264.0,879.0
30/03/26,5415.0,4584.0,831.0
31/03/26,5485.0,4477.0,1008.0
01/04/26,5241.0,4476.0,765.0
02/04/26,5315.0,4504.0,811.0
03/04/26,5290.0,4539.0,751.0
04/04/26,5267.0,4475.0,792.0
05/04/26,4960.0,4133.0,827.0
06/04/26,5169.0,4196.0,973.0
07/04/26,5223.0,4240.0,983.0
08/04/26,5060.0,4171.0,889.0
09/04/26,5176.0,4357.0,819.0
10/04/26,5225.0,4381.0,844.0
11/04/26,5314.0,4464.0,850.0
12/04/26,5234.0,4404.0,830.0
13/04/26,5499.0,4578.0,921.0
14/04/26,5606.0,4663.0,943.0
15/04/26,5676.0,4733.0,943.0
16/04/26,6049.0,4887.0,1162.0
