date,total,coal,renewable
25/09/25,5294,4492,802
26/09/25,5305,4481,824
27/09/25,5176,4275,901
28/09/25,5039,4103,936
29/09/25,5172,4323,849
30/09/25,5070,4318,753
01/10/25,4789,4009,779
02/10/25,4448,3761,687
03/10/25,4678,4002,676
04/10/25,4733,4090,643
05/10/25,4561,3908,653
06/10/25,4527,3852,675
07/10/25,4519,3945,573
08/10/25,4597,4074,523
09/10/25,4607,4072,534
10/10/25,4615,4076,539
11/10/25,4558,4002,556
12/10/25,4409,3861,547
13/10/25,4606,4019,587
14/10/25,4669,4068,601
15/10/25,4681,4063,618
16/10/25,4703,4068,635
17/10/25,4733,4074,659
18/10/25,4710,4095,615
19/10/25,4472,3877,595
20/10/25,4162,3603,559
21/10/25,4044,3500,544
22/10/25,4126,3498,628
23/10/25,4276,3635,642
24/10/25,4431,3817,614
25/10/25,4423,3742,681
26/10/25,4265,3616,648
27/10/25,4316,3631,685
28/10/25,4169,3418,751
29/10/25,4135,3356,779
30/10/25,4157,3441,716
31/10/25,4182,3564,618
01/11/25,4204,3601,603
02/11/25,4047,3510,537
03/11/25,4205,3596,608
04/11/25,4249,3619,631
05/11/25,4245,3718,527
06/11/25,4238,3701,537
07/11/25,4252,3703,549
08/11/25,4194,3631,564
09/11/25,4010,3479,531
10/11/25,4190,3644,546
11/11/25,4296,3748,548
12/11/25,4301,3723,578
13/11/25,4295,3682,613
14/11/25,4363,3713,650
15/11/25,4276,3609,667
16/11/25,4093,3409,684
17/11/25,4252,3574,678
18/11/25,4311,3665,646
19/11/25,4351,3735,616
20/11/25,4379,3720,659
21/11/25,4464,3824,640
22/11/25,4430,3833,597
23/11/25,4276,3693,583
24/11/25,4437,3817,620
25/11/25,4520,3809,711
26/11/25,4555,3895,661
27/11/25,4586,3916,670
28/11/25,4620,3981,639
29/11/25,4543,3944,599
30/11/25,4319,3765,554
01/12/25,4449,3921,527
02/12/25,4576,4025,551
03/12/25,4607,3990,618
04/12/25,4588,3915,674
05/12/25,4621,3930,691
06/12/25,4566,3925,641
07/12/25,4404,3750,654
08/12/25,4577,3873,704
09/12/25,4632,3896,735
10/12/25,4670,3966,703
11/12/25,4670,3994,676
12/12/25,4722,4100,622
13/12/25,4689,4082,607
14/12/25,4499,3858,641
15/12/25,4637,3937,700
16/12/25,4715,4008,707
17/12/25,4756,4096,661
18/12/25,4774,4123,651
19/12/25,4804,4155,649
20/12/25,4770,4180,591
21/12/25,4654,4057,597
22/12/25,4767,4163,604
23/12/25,4841,4199,642
24/12/25,4875,4195,680
25/12/25,4901,4256,645
26/12/25,4884,4243,641
27/12/25,4847,4210,638
28/12/25,4693,4071,622
29/12/25,4843,4234,609.6
30/12/25,4942,4388,553
31/12/25,4970,4481,488
01/01/26,4740,4222,518
02/01/26,4849,4271,579
03/01/26,4871,4231,640
04/01/26,4708,4025,683.2
05/01/26,4837,4118,719
06/01/26,4950,4244,706
07/01/26,4934,4150,784
08/01/26,4946,4185,760
09/01/26,4994,4201,793
10/01/26,4948,4220,727
11/01/26,4741,4019,722
12/01/26,4901,4160,741
13/01/26,4979,4276,703
14/01/26,4887,4222,664
15/01/26,4802,4142,660
16/01/26,4912,4268.54,644
17/01/26,4913,4272.73,640.17
18/01/26,4780,4133,647.15
19/01/26,4902,4286,615.58
20/01/26,4946,4285,660.57
21/01/26,4958,4202,756
22/01/26,4932,4213,719.49
23/01/26,4755,3985,770
24/01/26,4816,4028,788.11
25/01/26,4685,3868,817.45
26/01/26,4568,3892,676.13
27/01/26,4758,4000,758
28/01/26,4808,4014,794
29/01/26,4899,4075,824
30/01/26,4963,4178,785
31/01/26,4912,4160,751.65
01/02/26,4699,3987,712
02/02/26,4858,4109,749
03/02/26,4945,4176,769
04/02/26,4802,4033,769
05/02/26,4958,4161,797
06/02/26,4996,4220,776
07/02/26,4947,4210,737
08/02/26,4779,4047,732
09/02/26,4973,4268,705
10/02/26,5054,4316,738
11/02/26,5024,4191,833
12/02/26,5198.0,4348.0,850.0
13/02/26,5256.0,4441.0,815.0
14/02/26,5263.0,4477.0,786.0
15/02/26,5084.0,4323.0,761.0
16/02/26,5193.0,4392.0,801.0
17/02/26,5271.0,4464.0,807.0
18/02/26,5251.0,4441.0,810.0
19/02/26,5213.0,4367.0,846.0
20/02/26,5264.0,4371.0,893.0
21/02/26,5288.0,4492.0,796.0
22/02/26,5095.0,4363.0,732.0
23/02/26,5264.0,4562.0,702.0
24/02/26,5242.0,4496.0,746.0
25/02/26,5313.0,4586.0,727.0
26/02/26,5295.0,4538.0,757.0
27/02/26,5354.0,4577.0,777.0
28/02/26,5310.0,4517.0,793.0
01/03/26,5128.0,4368.0,760.0
02/03/26,5285.0,4538.0,747.0
03/03/26,5165.0,4381.0,784.0
04/03/26,4826.0,4030.0,796.0
05/03/26,5038.0,4204.0,834.0
06/03/26,5391.0,4534.0,857.0
07/03/26,5500.0,4697.0,803.0
08/03/26,5346.0,4561.0,785.0
09/03/26,5539.0,4676.0,863.0
10/03/26,5587.0,4677.0,910.0
11/03/26,5608.0,4717.0,891.0
12/03/26,5596.0,4800.0,796.0
13/03/26,5586.0,4785.0,801.0
14/03/26,5528.0,4677.0,851.0
15/03/26,5205.0,4356.0,849.0
16/03/26,5297.0,4472.0,825.0
17/03/26,5335.0,4549.0,786.0
17/03/26,5335.0,4549.0,786.0
17/03/26,5335.0,4549.0,786.0
01/04/25,5157.0,4465.0,692.0
02/04/25,5174.0,4509.0,665.0
03/04/25,5112.0,4475.0,637.0
04/04/25,5066.0,4394.0,672.0
05/04/25,5118.0,4438.0,680.0
06/04/25,4987.0,4209.0,778.0
07/04/25,5253.0,4469.0,784.0
08/04/25,5404.0,4674.0,730.0
09/04/25,5466.0,4743.0,723.0
10/04/25,5223.0,4380.0,843.0
11/04/25,5053.0,4185.0,868.0
12/04/25,5046.0,4255.0,791.0
13/04/25,4895.0,4146.0,749.0
14/04/25,5097.0,4295.0,802.0
15/04/25,5256.0,4472.0,784.0
16/04/25,5346.0,4595.0,751.0
17/04/25,5345.0,4600.0,745.0
18/04/25,5312.0,4496.0,816.0
19/04/25,5265.0,4394.0,871.0
20/04/25,5254.0,4465.0,789.0
21/04/25,5471.0,4780.0,691.0
22/04/25,5612.0,4914.0,698.0
23/04/25,5618.0,4879.0,739.0
24/04/25,5653.0,4872.0,781.0
25/04/25,5711.0,4933.0,778.0
26/04/25,5607.0,4898.0,709.0
27/04/25,5295.0,4592.0,703.0
28/04/25,5439.0,4716.0,723.0
29/04/25,5454.0,4696.0,758.0
30/04/25,5483.0,4679.0,804.0
01/05/25,5236.0,4419.0,817.0
02/05/25,5110.0,4348.0,762.0
03/05/25,5219.0,4393.0,826.0
04/05/25,4921.0,4123.0,798.0
05/05/25,4980.0,4268.0,712.0
06/05/25,4910.0,4228.0,682.0
07/05/25,4975.0,4276.0,699.0
08/05/25,5072.0,4374.0,698.0
09/05/25,5218.0,4547.0,671.0
10/05/25,5297.0,4626.0,671.0
11/05/25,5059.0,4352.0,707.0
12/05/25,5327.0,4556.0,771.0
13/05/25,5412.0,4630.0,782.0
14/05/25,5458.0,4721.0,737.0
15/05/25,5545.0,4842.0,703.0
16/05/25,5507.0,4728.0,779.0
17/05/25,5365.0,4596.0,769.0
18/05/25,5183.0,4443.0,740.0
19/05/25,5386.0,4681.0,705.0
20/05/25,5448.0,4698.0,750.0
21/05/25,5226.0,4432.0,794.0
22/05/25,4945.0,4129.0,816.0
23/05/25,5232.0,4382.0,850.0
24/05/25,5140.0,4249.0,891.0
25/05/25,4636.0,3864.0,772.0
26/05/25,4941.0,4091.0,850.0
27/05/25,5127.0,4178.0,949.0
28/05/25,5184.0,4258.0,926.0
29/05/25,5160.0,4251.0,909.0
30/05/25,5063.0,4024.0,1039.0
31/05/25,5102.0,3984.0,1118.0
01/06/25,4886.0,3894.0,992.0
02/06/25,5169.0,4151.0,1018.0
03/06/25,5147.0,4144.0,1003.0
04/06/25,4841.0,3919.0,922.0
05/06/25,5238.0,4463.0,775.0
06/06/25,5448.0,4631.0,817.0
07/06/25,5544.0,4619.0,925.0
08/06/25,5440.0,4483.0,957.0
09/06/25,5746.0,4766.0,980.0
10/06/25,6052.0,5061.0,991.0
11/06/25,5850.0,4921.0,929.0
12/06/25,5866.0,4962.0,904.0
13/06/25,5934.0,5112.0,822.0
14/06/25,5786.0,5036.0,750.0
15/06/25,5294.0,4567.0,727.0
16/06/25,5331.0,4501.0,830.0
17/06/25,5196.0,4347.0,849.0
18/06/25,5207.0,4220.0,987.0
19/06/25,5245.0,4192.0,1053.0
20/06/25,5256.0,4204.0,1052.0
21/06/25,5320.0,4339.0,981.0
22/06/25,5153.0,4238.0,915.0
23/06/25,5266.0,4361.0,905.0
24/06/25,5312.0,4316.0,996.0
25/06/25,5303.0,4492.0,811.0
26/06/25,5264.0,4520.0,744.0
27/06/25,5366.0,4532.0,834.0
28/06/25,5373.0,4474.0,899.0
29/06/25,5005.0,4034.0,971.0
30/06/25,5074.0,4055.0,1019.0
01/07/25,5094.0,4132.0,962.0
02/07/25,5230.0,4353.0,877.0
03/07/25,5316.0,4500.0,816.0
04/07/25,5364.0,4504.0,860.0
05/07/25,5386.0,4433.0,953.0
06/07/25,5115.0,4137.0,978.0
07/07/25,5235.0,4269.0,966.0
08/07/25,5389.0,4441.0,948.0
09/07/25,5326.0,4368.0,958.0
10/07/25,5233.0,4380.0,853.0
11/07/25,5383.0,4546.0,837.0
12/07/25,5425.0,4560.0,865.0
13/07/25,5204.0,4275.0,929.0
14/07/25,5235.0,4223.0,1012.0
15/07/25,5265.0,4344.0,921.0
16/07/25,5300.0,4461.0,839.0
17/07/25,5320.0,4561.0,759.0
18/07/25,5354.0,4673.0,681.0
19/07/25,5417.0,4685.0,732.0
20/07/25,5287.0,4539.0,748.0
21/07/25,5447.0,4667.0,780.0
22/07/25,5410.0,4528.0,882.0
23/07/25,5386.0,4390.0,996.0
24/07/25,5388.0,4496.0,892.0
25/07/25,5348.0,4443.0,905.0
26/07/25,5222.0,4252.0,970.0
27/07/25,5108.0,4128.0,980.0
28/07/25,5326.0,4321.0,1005.0
29/07/25,5299.0,4219.0,1080.0
30/07/25,5332.0,4346.0,986.0
31/07/25,5246.0,4382.0,864.0
01/08/25,5291.0,4493.0,798.0
02/08/25,5385.0,4528.0,857.0
03/08/25,5232.0,4469.0,763.0
04/08/25,5325.0,4581.0,744.0
05/08/25,5427.0,4613.0,814.0
06/08/25,5440.0,4648.0,792.0
07/08/25,5547.0,4751.0,796.0
08/08/25,5543.0,4803.0,740.0
09/08/25,5185.0,4498.0,687.0
10/08/25,5074.0,4345.0,729.0
11/08/25,5354.0,4508.0,846.0
12/08/25,5409.0,4527.0,882.0
13/08/25,5429.0,4678.0,751.0
14/08/25,5212.0,4513.0,699.0
15/08/25,4930.0,4168.0,762.0
16/08/25,5084.0,4278.0,806.0
17/08/25,4995.0,4183.0,812.0
18/08/25,5151.0,4307.0,844.0
19/08/25,5214.0,4371.0,843.0
20/08/25,5218.0,4351.0,867.0
21/08/25,5277.0,4514.0,763.0
22/08/25,5325.0,4466.0,859.0
23/08/25,5182.0,4288.0,894.0
24/08/25,4810.0,3964.0,846.0
25/08/25,4960.0,4137.0,823.0
26/08/25,5079.0,4235.0,844.0
27/08/25,5000.0,4192.0,808.0
28/08/25,5125.0,4304.0,821.0
29/08/25,5112.0,4334.0,778.0
30/08/25,5111.0,4389.0,722.0
31/08/25,4810.0,4061.0,749.0
01/09/25,4796.0,3936.0,860.0
02/09/25,4735.0,3891.0,844.0
03/09/25,4851.0,3931.0,920.0
04/09/25,4869.0,3958.0,911.0
05/09/25,4946.0,4075.0,871.0
06/09/25,4967.0,4121.0,846.0
07/09/25,4792.0,3942.0,850.0
08/09/25,5081.0,4287.0,794.0
09/09/25,5278.0,4584.0,694.0
10/09/25,5378.0,4706.0,672.0
11/09/25,5326.0,4634.0,692.0
12/09/25,5368.0,4699.0,669.0
13/09/25,5394.0,4690.0,704.0
14/09/25,5206.0,4462.0,744.0
15/09/25,5385.0,4542.0,843.0
16/09/25,5396.0,4676.0,720.0
17/09/25,5266.0,4651.0,615.0
18/09/25,5317.0,4650.0,667.0
19/09/25,5413.0,4704.0,709.0
20/09/25,5345.0,4607.0,738.0
21/09/25,5138.0,4419.0,719.0
22/09/25,5375.0,4543.0,832.0
23/09/25,5403.0,4557.0,846.0
24/09/25,5435.0,4587.0,848.0
25/09/25,5470.0,4671.0,799.0
26/09/25,5478.0,4657.0,821.0
27/09/25,5327.0,4429.0,898.0
28/09/25,5195.0,4259.0,936.0
29/09/25,5354.0,4505.0,849.0
30/09/25,5236.0,4485.0,751.0
01/10/25,4934.0,4155.0,779.0
02/10/25,4598.0,3912.0,686.0
03/10/25,4825.0,4150.0,675.0
04/10/25,4904.0,4258.0,646.0
05/10/25,4686.0,4027.0,659.0
06/10/25,4639.0,3967.0,672.0
07/10/25,4636.0,4063.0,573.0
08/10/25,4729.0,4206.0,523.0
09/10/25,4736.0,4202.0,534.0
10/10/25,4714.0,4176.0,538.0
11/10/25,4691.0,4137.0,554.0
12/10/25,4528.0,3981.0,547.0
13/10/25,4823.0,4144.0,679.0
14/10/25,4818.0,4216.0,602.0
15/10/25,4849.0,4229.0,620.0
16/10/25,4877.0,4240.0,637.0
17/10/25,4898.0,4239.0,659.0
18/10/25,4855.0,4235.0,620.0
19/10/25,4594.0,3996.0,598.0
20/10/25,4277.0,3716.0,561.0
21/10/25,4159.0,3612.0,547.0
22/10/25,4235.0,3604.0,631.0
23/10/25,4385.0,3739.0,646.0
24/10/25,4553.0,3934.0,619.0
25/10/25,4559.0,3871.0,688.0
26/10/25,4369.0,3715.0,654.0
27/10/25,4427.0,3737.0,690.0
28/10/25,4283.0,3531.0,752.0
29/10/25,4261.0,3472.0,789.0
30/10/25,4304.0,3579.0,725.0
31/10/25,4410.0,3784.0,626.0
01/11/25,4368.0,3757.0,611.0
02/11/25,4201.0,3652.0,549.0
03/11/25,4368.0,3754.0,614.0
04/11/25,4412.0,3770.0,642.0
05/11/25,4411.0,3871.0,540.0
06/11/25,4393.0,3841.0,552.0
07/11/25,4415.0,3850.0,565.0
08/11/25,4349.0,3774.0,575.0
09/11/25,4161.0,3619.0,542.0
11/11/25,4674.0,4116.0,558.0
12/11/25,4460.0,3866.0,594.0
13/11/25,4499.0,3867.0,632.0
14/11/25,4517.0,3852.0,665.0
15/11/25,4447.0,3753.0,694.0
16/11/25,4232.0,3533.0,699.0
17/11/25,4404.0,3710.0,694.0
18/11/25,4458.0,3786.0,672.0
19/11/25,4514.0,3870.0,644.0
20/11/25,4544.0,3860.0,684.0
21/11/25,4630.0,3975.0,655.0
22/11/25,4597.0,3975.0,622.0
23/11/25,4420.0,3825.0,595.0
24/11/25,4579.0,3948.0,631.0
25/11/25,4656.0,3937.0,719.0
26/11/25,4691.0,4017.0,674.0
27/11/25,4730.0,4047.0,683.0
28/11/25,4770.0,4117.0,653.0
29/11/25,4699.0,4086.0,613.0
30/11/25,4453.0,3884.0,569.0
01/12/25,4590.0,4048.0,542.0
02/12/25,4722.0,4152.0,570.0
03/12/25,4755.0,4111.0,644.0
04/12/25,4740.0,4041.0,699.0
05/12/25,4783.0,4064.0,719.0
06/12/25,4741.0,4073.0,668.0
07/12/25,4560.0,3875.0,685.0
08/12/25,4742.0,4010.0,732.0
09/12/25,4812.0,4048.0,764.0
10/12/25,4856.0,4121.0,735.0
11/12/25,4857.0,4149.0,708.0
12/12/25,4900.0,4247.0,653.0
13/12/25,4865.0,4227.0,638.0
14/12/25,4671.0,4001.0,670.0
15/12/25,4815.0,4083.0,732.0
16/12/25,4895.0,4156.0,739.0
17/12/25,4873.0,4181.0,692.0
18/12/25,4895.0,4212.0,683.0
19/12/25,4933.0,4251.0,682.0
20/12/25,4959.0,4336.0,623.0
21/12/25,4783.0,4196.0,587.0
22/12/25,4941.0,4309.0,632.0
23/12/25,5010.0,4331.0,679.0
24/12/25,5039.0,4317.0,722.0
25/12/25,5008.0,4315.0,693.0
26/12/25,5052.0,4370.0,682.0
27/12/25,5040.0,4360.0,680.0
28/12/25,4847.0,4184.0,663.0
29/12/25,5020.0,4374.0,646.0
30/12/25,5109.0,4524.0,585.0
31/12/25,5092.0,4571.0,521.0
01/01/26,4913.0,4363.0,550.0
02/01/26,5026.0,4413.0,613.0
03/01/26,5061.0,4383.0,678.0
04/01/26,4872.0,4143.0,729.0
05/01/26,5024.0,4254.0,770.0
06/01/26,5132.0,4373.0,759.0
07/01/26,5121.0,4286.0,835.0
08/01/26,5140.0,4329.0,811.0
09/01/26,5168.0,4328.0,840.0
10/01/26,5119.0,4346.0,773.0
11/01/26,4925.0,4160.0,765.0
12/01/26,5096.0,4310.0,786.0
13/01/26,5155.0,4404.0,751.0
14/01/26,5145.0,4435.0,710.0
15/01/26,4943.0,4250.0,693.0
16/01/26,5057.0,4386.0,671.0
17/01/26,5064.0,4395.0,669.0
18/01/26,4934.0,4255.0,679.0
19/01/26,5071.0,4415.0,656.0
20/01/26,5109.0,4405.0,704.0
21/01/26,5132.0,4331.0,801.0
22/01/26,5221.0,4457.0,764.0
23/01/26,4943.0,4128.0,815.0
24/01/26,4996.0,4170.0,826.0
25/01/26,4857.0,3998.0,859.0
26/01/26,4776.0,4057.0,719.0
01/04/23,4291.0,3759.0,532.0
02/04/23,4224.0,3670.0,554.0
03/04/23,4455.0,3880.0,575.0
04/04/23,4548.0,4041.0,507.0
05/04/23,4575.0,4016.0,559.0
06/04/23,4611.0,4053.0,558.0
07/04/23,4639.0,4091.0,548.0
08/04/23,4611.0,4092.0,519.0
09/04/23,4516.0,4013.0,503.0
10/04/23,4735.0,4228.0,507.0
11/04/23,4846.0,4376.0,470.0
12/04/23,4950.0,4430.0,520.0
13/04/23,4976.0,4473.0,503.0
14/04/23,4978.0,4451.0,527.0
15/04/23,4951.0,4425.0,526.0
16/04/23,4839.0,4347.0,492.0
17/04/23,5115.0,4578.0,537.0
18/04/23,5239.0,4715.0,524.0
19/04/23,5181.0,4645.0,536.0
20/04/23,5137.0,4561.0,576.0
21/04/23,4964.0,4399.0,565.0
22/04/23,4776.0,4239.0,537.0
23/04/23,4423.0,3878.0,545.0
24/04/23,4617.0,4119.0,498.0
25/04/23,4721.0,4226.0,495.0
26/04/23,4769.0,4266.0,503.0
27/04/23,4740.0,4298.0,442.0
28/04/23,4711.0,4286.0,425.0
29/04/23,4571.0,4166.0,405.0
30/04/23,4170.0,3770.0,400.0
01/05/23,3950.0,3536.0,414.0
02/05/23,4056.0,3624.0,432.0
03/05/23,4136.0,3684.0,452.0
04/05/23,4195.0,3747.0,448.0
05/05/23,4343.0,3896.0,447.0
06/05/23,4459.0,3984.0,475.0
07/05/23,4325.0,3840.0,485.0
08/05/23,4596.0,4086.0,510.0
09/05/23,4756.0,4261.0,495.0
10/05/23,4815.0,4316.0,499.0
11/05/23,4885.0,4345.0,540.0
12/05/23,4965.0,4338.0,627.0
13/05/23,5012.0,4291.0,721.0
14/05/23,4798.0,4047.0,751.0
15/05/23,4972.0,4183.0,789.0
16/05/23,5053.0,4348.0,705.0
17/05/23,5171.0,4523.0,648.0
18/05/23,4978.0,4386.0,592.0
19/05/23,5153.0,4590.0,563.0
20/05/23,5171.0,4554.0,617.0
21/05/23,4980.0,4353.0,627.0
22/05/23,5117.0,4509.0,608.0
23/05/23,5196.0,4583.0,613.0
24/05/23,4952.0,4243.0,709.0
25/05/23,4814.0,4015.0,799.0
26/05/23,4648.0,3836.0,812.0
27/05/23,4608.0,3890.0,718.0
28/05/23,4540.0,3953.0,587.0
29/05/23,4722.0,4256.0,466.0
31/05/23,4817.0,4280.0,537.0
01/06/23,4826.0,4190.0,636.0
02/06/23,4927.0,4257.0,670.0
03/06/23,5047.0,4417.0,630.0
04/06/23,4692.0,4061.0,631.0
05/06/23,5000.0,4317.0,683.0
06/06/23,5122.0,4411.0,711.0
07/06/23,5147.0,4459.0,688.0
08/06/23,5249.0,4514.0,735.0
09/06/23,5312.0,4542.0,770.0
10/06/23,5279.0,4486.0,793.0
11/06/23,5002.0,4241.0,761.0
12/06/23,5205.0,4389.0,816.0
14/06/23,5210.0,4324.0,886.0
15/06/23,5153.0,4391.0,762.0
16/06/23,5212.0,4507.0,705.0
17/06/23,5218.0,4535.0,683.0
18/06/23,4967.0,4304.0,663.0
19/06/23,5087.0,4464.0,623.0
20/06/23,5146.0,4506.0,640.0
21/06/23,5194.0,4577.0,617.0
22/06/23,5227.0,4598.0,629.0
23/06/23,5239.0,4582.0,657.0
24/06/23,5124.0,4467.0,657.0
25/06/23,4639.0,4077.0,562.0
26/06/23,4686.0,4042.0,644.0
28/06/23,4791.0,4141.0,650.0
29/06/23,4701.0,4009.0,692.0
30/06/23,4623.0,3891.0,732.0
01/07/23,4709.0,4020.0,689.0
02/07/23,4697.0,4051.0,646.0
03/07/23,4961.0,4327.0,634.0
04/07/23,5056.0,4383.0,673.0
05/07/23,4899.0,4245.0,654.0
06/07/23,4741.0,4126.0,615.0
07/07/23,4756.0,4152.0,604.0
08/07/23,4321.0,3724.0,597.0
09/07/23,4354.0,3759.0,595.0
10/07/23,4621.0,4028.0,593.0
12/07/23,4862.0,4220.0,642.0
13/07/23,4933.0,4256.0,677.0
14/07/23,4974.0,4274.0,700.0
15/07/23,4943.0,4210.0,733.0
16/07/23,4725.0,4067.0,658.0
17/07/23,4948.0,4302.0,646.0
18/07/23,4963.0,4255.0,708.0
19/07/23,4926.0,4212.0,714.0
20/07/23,5014.0,4302.0,712.0
21/07/23,5070.0,4363.0,707.0
22/07/23,4917.0,4216.0,701.0
23/07/23,4778.0,4089.0,689.0
24/07/23,4997.0,4332.0,665.0
26/07/23,4809.0,4205.0,604.0
27/07/23,4814.0,4142.0,672.0
28/07/23,4746.0,3987.0,759.0
29/07/23,4650.0,3811.0,839.0
30/07/23,4660.0,3882.0,778.0
31/07/23,4942.0,4133.0,809.0
01/08/23,5013.0,4118.0,895.0
02/08/23,4907.0,4014.0,893.0
03/08/23,4944.0,4094.0,850.0
04/08/23,4988.0,4225.0,763.0
05/08/23,5012.0,4252.0,760.0
06/08/23,4867.0,4013.0,854.0
07/08/23,5021.0,4155.0,866.0
09/08/23,5205.0,4506.0,699.0
10/08/23,5239.0,4595.0,644.0
11/08/23,5350.0,4750.0,600.0
12/08/23,5362.0,4615.0,747.0
13/08/23,5251.0,4452.0,799.0
14/08/23,5312.0,4611.0,701.0
15/08/23,5181.0,4587.0,594.0
16/08/23,5395.0,4759.0,636.0
17/08/23,5505.0,4763.0,742.0
18/08/23,5470.0,4721.0,749.0
19/08/23,5327.0,4628.0,699.0
20/08/23,5217.0,4604.0,613.0
21/08/23,5342.0,4766.0,576.0
23/08/23,5254.0,4517.0,737.0
24/08/23,5234.0,4466.0,768.0
25/08/23,5299.0,4571.0,728.0
26/08/23,5300.0,4624.0,676.0
27/08/23,5294.0,4558.0,736.0
28/08/23,5429.0,4613.0,816.0
29/08/23,5487.0,4850.0,637.0
30/08/23,5406.0,4926.0,480.0
31/08/23,5508.0,5009.0,499.0
01/09/23,5317.0,4818.0,499.0
02/09/23,5643.0,5044.0,599.0
03/09/23,5417.0,4795.0,622.0
04/09/23,5400.0,4717.0,683.0
06/09/23,5366.0,4706.0,660.0
07/09/23,5147.0,4391.0,756.0
08/09/23,5050.0,4298.0,752.0
09/09/23,4991.0,4209.0,782.0
10/09/23,4826.0,4009.0,817.0
11/09/23,5072.0,4281.0,791.0
12/09/23,5213.0,4466.0,747.0
13/09/23,5297.0,4606.0,691.0
14/09/23,5313.0,4728.0,585.0
15/09/23,5182.0,4604.0,578.0
16/09/23,5019.0,4334.0,685.0
17/09/23,4624.0,3966.0,658.0
18/09/23,4704.0,4120.0,584.0
20/09/23,4967.0,4411.0,556.0
21/09/23,5020.0,4527.0,493.0
22/09/23,4923.0,4455.0,468.0
23/09/23,4778.0,4256.0,522.0
24/09/23,4533.0,3984.0,549.0
25/09/23,4697.0,4192.0,505.0
26/09/23,4875.0,4398.0,477.0
27/09/23,4947.0,4460.0,487.0
28/09/23,4939.0,4412.0,527.0
29/09/23,4946.0,4404.0,542.0
30/09/23,4868.0,4310.0,558.0
01/10/23,4664.0,4078.0,586.0
02/10/23,4535.0,3983.0,552.0
04/10/23,4859.0,4320.0,539.0
05/10/23,4915.0,4377.0,538.0
06/10/23,5018.0,4457.0,561.0
07/10/23,5019.0,4505.0,514.0
08/10/23,4981.0,4493.0,488.0
09/10/23,5111.0,4613.0,498.0
10/10/23,5136.0,4652.0,484.0
11/10/23,5147.0,4722.0,425.0
12/10/23,5145.0,4690.0,455.0
13/10/23,5142.0,4704.0,438.0
14/10/23,5015.0,4568.0,447.0
15/10/23,4850.0,4418.0,432.0
16/10/23,4802.0,4403.0,399.0
18/10/23,4857.0,4427.0,430.0
19/10/23,4898.0,4490.0,408.0
20/10/23,4879.0,4467.0,412.0
21/10/23,4820.0,4402.0,418.0
22/10/23,4667.0,4252.0,415.0
23/10/23,4636.0,4202.0,434.0
24/10/23,4496.0,4075.0,421.0
25/10/23,4688.0,4267.0,421.0
26/10/23,4831.0,4397.0,434.0
27/10/23,4816.0,4379.0,437.0
28/10/23,4766.0,4382.0,384.0
29/10/23,4590.0,4186.0,404.0
30/10/23,4714.0,4302.0,412.0
01/11/23,4750.0,4363.0,387.0
02/11/23,4766.0,4374.0,392.0
03/11/23,4763.0,4382.0,381.0
04/11/23,4700.0,4328.0,372.0
05/11/23,4488.0,4109.0,379.0
06/11/23,4567.0,4200.0,367.0
07/11/23,4586.0,4236.0,350.0
08/11/23,4581.0,4249.0,332.0
09/11/23,4550.0,4225.0,325.0
10/11/23,4486.0,4070.0,416.0
11/11/23,4288.0,3769.0,519.0
12/11/23,3903.0,3402.0,501.0
13/11/23,3784.0,3333.0,451.0
15/11/23,4095.0,3647.0,448.0
16/11/23,4232.0,3775.0,457.0
17/11/23,4334.0,3872.0,462.0
18/11/23,4401.0,3987.0,414.0
19/11/23,4277.0,3844.0,433.0
20/11/23,4430.0,3951.0,479.0
21/11/23,4487.0,4052.0,435.0
22/11/23,4469.0,4107.0,362.0
23/11/23,4451.0,4110.0,341.0
24/11/23,4445.0,4017.0,428.0
25/11/23,4385.0,3920.0,465.0
26/11/23,4099.0,3671.0,428.0
27/11/23,3985.0,3644.0,341.0
29/11/23,4132.0,3723.0,409.0
30/11/23,4057.0,3637.0,420.0
01/12/23,4095.0,3634.0,461.0
02/12/23,4096.0,3562.0,534.0
03/12/23,3942.0,3431.0,511.0
04/12/23,3997.0,3497.0,500.0
05/12/23,4026.0,3525.0,501.0
06/12/23,4077.0,3624.0,453.0
07/12/23,4143.0,3721.0,422.0
08/12/23,4188.0,3807.0,381.0
09/12/23,4179.0,3781.0,398.0
10/12/23,4048.0,3616.0,432.0
11/12/23,4241.0,3809.0,432.0
13/12/23,4384.0,3919.0,465.0
14/12/23,4423.0,3926.0,497.0
15/12/23,4482.0,4059.0,423.0
16/12/23,4422.0,4032.0,390.0
17/12/23,4260.0,3775.0,485.0
18/12/23,4384.0,3800.0,584.0
19/12/23,4477.0,3913.0,564.0
20/12/23,4528.0,4008.0,520.0
21/12/23,4529.0,4061.0,468.0
22/12/23,4572.0,4170.0,402.0
23/12/23,4525.0,4048.0,477.0
24/12/23,4378.0,3855.0,523.0
25/12/23,4455.0,3953.0,502.0
27/12/23,4595.0,4066.0,529.0
28/12/23,4626.0,4090.0,536.0
29/12/23,4652.0,4162.0,490.0
30/12/23,4632.0,4168.0,464.0
31/12/23,4501.0,3962.0,539.0
01/01/24,4486.0,4037.0,449.0
02/01/24,4573.0,4159.0,414.0
03/01/24,4660.0,4230.0,430.0
04/01/24,4656.0,4237.0,419.0
